ecoli-0_vs_1.dat
ANOVA, 5, 335, 0.9229968634160253, 0.974, (0.31451612903225806, 0.941972920696325), 0.9577187807276303, [[146.1   3.9] [  9.    8.5]]
RELIEF, 5, 335, 0.8949422583404619, 0.9886666666666667, (0.5151515151515151, 0.9031668696711327), 0.9439847231063018, [[148.3   1.7] [ 15.9   1.6]]
INFORATION GAIN, 5, 335, 0.9229968634160253, 0.974, (0.31451612903225806, 0.941972920696325), 0.9577187807276303, [[146.1   3.9] [  9.    8.5]]
CHI SQUARE, 5, 335, 0.9218028229255774, 0.974, (0.31967213114754095, 0.9407598197037992), 0.957091385522437, [[146.1   3.9] [  9.2   8.3]]
CORRELATION COEF, 5, 335, 0.8973267750213857, 0.994, (0.42857142857142855, 0.9014510278113663), 0.9454660748256183, [[149.1   0.9] [ 16.3   1.2]]
glass0.dat
NO SELECTION, 9, 213, 0.7812026097690002, 0.8444444444444444, (0.33333333333333337, 0.8340192043895748), 0.8391994478951001, [[60.8 11.2] [12.1 22.4]]
ANOVA, 5, 213, 0.758702168929642, 0.8430555555555556, (0.35987261146496813, 0.8082556591211717), 0.8252889191026512, [[60.7 11.3] [14.4 20.1]]
RELIEF, 5, 213, 0.7436783636043025, 0.8, (0.4, 0.8170212765957447), 0.808421052631579, [[57.6 14.4] [12.9 21.6]]
INFORATION GAIN, 5, 213, 0.7794039851877976, 0.8069444444444445, (0.35824742268041243, 0.8581979320531757), 0.8317823908375089, [[58.1 13.9] [ 9.6 24.9]]
CHI SQUARE, 5, 213, 0.7643184623523188, 0.8374999999999999, (0.3567073170731707, 0.8181818181818181), 0.8277282086479065, [[60.3 11.7] [13.4 21.1]]
CORRELATION COEF, 5, 213, 0.7747222712043731, 0.8208333333333333, (0.3553719008264463, 0.8418803418803419), 0.8312236286919831, [[59.1 12.9] [11.1 23.4]]
glass1.dat
NO SELECTION, 9, 213, 0.7718303650149885, 0.9153284671532848, (0.2292490118577075, 0.7721674876847291), 0.837675350701403, [[62.7  5.8] [18.5 19.5]]
ANOVA, 5, 213, 0.6375595133133485, 0.8817518248175182, (0.5192307692307693, 0.6644664466446644), 0.7578419071518192, [[60.4  8.1] [30.5  7.5]]
RELIEF, 5, 213, 0.7540998060306825, 0.894890510948905, (0.2748091603053435, 0.7633872976338729), 0.8239247311827956, [[61.3  7.2] [19.  19. ]]
INFORATION GAIN, 5, 213, 0.7361840945159583, 0.8686131386861314, (0.3225806451612903, 0.7569974554707379), 0.8089734874235214, [[59.5  9. ] [19.1 18.9]]
CHI SQUARE, 5, 213, 0.7342884852759652, 0.8919708029197081, (0.3020408163265306, 0.7451219512195122), 0.8119601328903654, [[61.1  7.4] [20.9 17.1]]
CORRELATION COEF, 5, 213, 0.7522130135778523, 0.8963503649635036, (0.2751937984496124, 0.7608426270136307), 0.8230563002680964, [[61.4  7.1] [19.3 18.7]]
glass6.dat
NO SELECTION, 9, 213, 0.9614618233115853, 0.9923913043478261, (0.059322033898305086, 0.9640971488912354), 0.9780396357793251, [[91.3  0.7] [ 3.4 11.1]]
ANOVA, 5, 213, 0.9530241579968258, 0.9836956521739131, (0.12, 0.9627659574468085), 0.9731182795698924, [[90.5  1.5] [ 3.5 11. ]]
RELIEF, 5, 213, 0.9417474872156586, 1.0, (0.0, 0.9368635437881874), 0.9674027339642481, [[92.   0. ] [ 6.2  8.3]]
INFORATION GAIN, 5, 213, 0.9576970551930876, 0.9836956521739131, (0.11538461538461539, 0.9679144385026738), 0.9757412398921834, [[90.5  1.5] [ 3.  11.5]]
CHI SQUARE, 5, 213, 0.9511549991183212, 0.9782608695652174, (0.15037593984962405, 0.9656652360515021), 0.9719222462203022, [[90.   2. ] [ 3.2 11.3]]
CORRELATION COEF, 5, 213, 0.9690001763357431, 1.0, (0.0, 0.9653725078698846), 0.9823812066203951, [[92.   0. ] [ 3.3 11.2]]
new-thyroid1.dat
NO SELECTION, 5, 214, 0.9214953271028037, 1.0, (0.0, 0.9141981613891725), 0.9551760939167555, [[89.5  0. ] [ 8.4  9.1]]
ANOVA, 5, 214, 0.9214953271028037, 1.0, (0.0, 0.9141981613891725), 0.9551760939167555, [[89.5  0. ] [ 8.4  9.1]]
RELIEF, 5, 214, 0.9214953271028037, 1.0, (0.0, 0.9141981613891725), 0.9551760939167555, [[89.5  0. ] [ 8.4  9.1]]
INFORATION GAIN, 5, 214, 0.9214953271028037, 1.0, (0.0, 0.9141981613891725), 0.9551760939167555, [[89.5  0. ] [ 8.4  9.1]]
CHI SQUARE, 5, 214, 0.9355140186915888, 1.0, (0.0, 0.9284232365145227), 0.9628832705755783, [[89.5  0. ] [ 6.9 10.6]]
CORRELATION COEF, 4, 214, 0.9654205607476634, 0.9966480446927375, (0.020833333333333332, 0.9632829373650107), 0.9796814936847885, [[89.2  0.3] [ 3.4 14.1]]
newthyroid2.dat
NO SELECTION, 5, 214, 0.9252336448598131, 1.0, (0.0, 0.9179487179487179), 0.9572192513368984, [[89.5  0. ] [ 8.   9.5]]
ANOVA, 5, 214, 0.9252336448598131, 1.0, (0.0, 0.9179487179487179), 0.9572192513368984, [[89.5  0. ] [ 8.   9.5]]
RELIEF, 5, 214, 0.9252336448598131, 1.0, (0.0, 0.9179487179487179), 0.9572192513368984, [[89.5  0. ] [ 8.   9.5]]
INFORATION GAIN, 5, 214, 0.9252336448598131, 1.0, (0.0, 0.9179487179487179), 0.9572192513368984, [[89.5  0. ] [ 8.   9.5]]
CHI SQUARE, 5, 214, 0.9355140186915889, 1.0, (0.0, 0.9284232365145227), 0.9628832705755783, [[89.5  0. ] [ 6.9 10.6]]
CORRELATION COEF, 4, 214, 0.9672897196261683, 0.9966480446927375, (0.02054794520547945, 0.9653679653679653), 0.9807586586036284, [[89.2  0.3] [ 3.2 14.3]]
page-blocks0.dat
NO SELECTION, 10, 5471, 0.9485650197248147, 0.9911237785016286, (0.11951754385964912, 0.9534291645450629), 0.9719111217583997, [[2434.2   21.8] [ 118.9  160.6]]
ANOVA, 5, 5471, 0.9444341677624898, 0.9923045602605863, (0.11433756805807621, 0.9482141467590071), 0.9697584656400461, [[2437.1   18.9] [ 133.1  146.4]]
RELIEF, 5, 5471, 0.9291904540449234, 0.9841205211726385, (0.23809523809523808, 0.9398452385581523), 0.9614734371581439, [[2417.    39. ] [ 154.7  124.8]]
INFORATION GAIN, 5, 5471, 0.9449094075071898, 0.9892100977198697, (0.14576457645764576, 0.9513646865332656), 0.9699183583847337, [[2429.5   26.5] [ 124.2  155.3]]
CHI SQUARE, 5, 5471, 0.9505391583009931, 0.9915716612377851, (0.11153017241379311, 0.9550570610612181), 0.972971893166064, [[2435.3   20.7] [ 114.6  164.9]]
CORRELATION COEF, 5, 5471, 0.9415462864962528, 0.9892915309446253, (0.1527293844367015, 0.9478796863418251), 0.9681429681429681, [[2429.7   26.3] [ 133.6  145.9]]
pima.dat
NO SELECTION, 8, 767, 0.7358389088337685, 0.8852000000000001, (0.3203125, 0.7529772031303166), 0.8137525280382425, [[221.3  28.7] [ 72.6  60.9]]
ANOVA, 5, 767, 0.7520105798520452, 0.8792000000000001, (0.305668016194332, 0.7720407446434843), 0.8221432579016271, [[219.8  30.2] [ 64.9  68.6]]
RELIEF, 5, 767, 0.6688349923846824, 0.8436, (0.46162927981109797, 0.7058232931726908), 0.7685860058309038, [[210.9  39.1] [ 87.9  45.6]]
INFORATION GAIN, 5, 767, 0.7290687554395126, 0.8676, (0.34551148225469724, 0.753910323253389), 0.8067695741119584, [[216.9  33.1] [ 70.8  62.7]]
CHI SQUARE, 5, 767, 0.7392386042210617, 0.894, (0.3063583815028902, 0.7525252525252525), 0.8171846435100549, [[223.5  26.5] [ 73.5  60. ]]
CORRELATION COEF, 5, 767, 0.6688349923846824, 0.8436, (0.46162927981109797, 0.7058232931726908), 0.7685860058309038, [[210.9  39.1] [ 87.9  45.6]]
segment0.dat
NO SELECTION, 19, 2307, 0.9637628310443256, 0.98422649140546, (0.10136452241715399, 0.9737895158063224), 0.9789801870662777, [[973.4  15.6] [ 26.2 138.3]]
ANOVA, 5, 2307, 0.9908966286426338, 0.9937310414560161, (0.03725961538461539, 0.9956438050856043), 0.9946865037194473, [[982.8   6.2] [  4.3 160.2]]
RELIEF, 5, 2307, 0.8845257868479633, 0.9871587462082911, (0.2239858906525573, 0.8901349380014588), 0.93613961070093, [[976.3  12.7] [120.5  44. ]]
INFORATION GAIN, 5, 2307, 0.9895099965277829, 0.9930232558139536, (0.04151624548736462, 0.9947331105033931), 0.9938774477559075, [[982.1   6.9] [  5.2 159.3]]
CHI SQUARE, 5, 2307, 0.9889895397583878, 0.9933265925176946, (0.04, 0.9938290338897319), 0.9935777496839444, [[982.4   6.6] [  6.1 158.4]]
CORRELATION COEF, 5, 2307, 0.9905498578796028, 0.9933265925176946, (0.03956834532374101, 0.9956420391203), 0.9944829680619528, [[982.4   6.6] [  4.3 160.2]]
vehicle0.dat
NO SELECTION, 18, 845, 0.8977535769105799, 0.9508500772797528, (0.18150684931506847, 0.918483129292326), 0.9343863912515189, [[307.6  15.9] [ 27.3  71.7]]
ANOVA, 5, 845, 0.8489927509439459, 0.9360123647604328, (0.27023498694516973, 0.8753975137322925), 0.9046907678518075, [[302.8  20.7] [ 43.1  55.9]]
RELIEF, 5, 845, 0.8660358755447997, 0.9508500772797528, (0.21428571428571427, 0.883146712604077), 0.9157487347424829, [[307.6  15.9] [ 40.7  58.3]]
INFORATION GAIN, 5, 845, 0.8489910703281683, 0.9474497681607419, (0.24566473988439305, 0.8675346730823662), 0.9057328605200945, [[306.5  17. ] [ 46.8  52.2]]
CHI SQUARE, 5, 845, 0.8627205808208128, 0.9483771251931994, (0.22446236559139782, 0.8813559322033898), 0.9136390708755211, [[306.8  16.7] [ 41.3  57.7]]
CORRELATION COEF, 5, 845, 0.8996442696604035, 0.9598145285935085, (0.15738498789346247, 0.913503971756399), 0.9360868254446788, [[310.5  13. ] [ 29.4  69.6]]
vehicle1.dat
NO SELECTION, 18, 845, 0.7469760120108007, 0.9098726114649681, (0.48625429553264604, 0.7842437551468571), 0.8424001179419137, [[285.7  28.3] [ 78.6  29.9]]
ANOVA, 5, 845, 0.7718278377197405, 0.9378980891719745, (0.3816046966731898, 0.7929456112008616), 0.8593522030930844, [[294.5  19.5] [ 76.9  31.6]]
RELIEF, 5, 845, 0.7602321490594154, 0.9194267515923567, (0.4377162629757786, 0.7916095420893885), 0.8507440695447178, [[288.7  25.3] [ 76.   32.5]]
INFORATION GAIN, 5, 845, 0.7353848049925493, 0.9162420382165605, (0.5334685598377282, 0.7709003215434084), 0.8373108265424912, [[287.7  26.3] [ 85.5  23. ]]
CHI SQUARE, 5, 845, 0.7633087963429801, 0.9375796178343948, (0.4109014675052411, 0.7854855923159019), 0.8548199767711963, [[294.4  19.6] [ 80.4  28.1]]
CORRELATION COEF, 5, 845, 0.7268545595106046, 0.9015923566878982, (0.5628415300546448, 0.7701305767138193), 0.8306924882629108, [[283.1  30.9] [ 84.5  24. ]]
vehicle2.dat
NO SELECTION, 18, 845, 0.8705382452130461, 0.9582137161084529, (0.16273291925465838, 0.8783625730994151), 0.9165522501906941, [[300.4  13.1] [ 41.6  67.4]]
ANOVA, 5, 845, 0.8804757263061186, 0.94481658692185, (0.1858216970998926, 0.899210686095932), 0.921449681132369, [[296.2  17.3] [ 33.2  75.8]]
RELIEF, 5, 845, 0.8816549583767491, 0.9527910685805422, (0.1670428893905192, 0.8945792153339324), 0.9227679950571516, [[298.7  14.8] [ 35.2  73.8]]
INFORATION GAIN, 5, 845, 0.8227264069555085, 0.9311004784688994, (0.2794307891332471, 0.8455967555040556), 0.8862911795961742, [[291.9  21.6] [ 53.3  55.7]]
CHI SQUARE, 5, 845, 0.8317098584921515, 0.9250398724082934, (0.27679623085983507, 0.8590047393364928), 0.8908001843034864, [[290.   23.5] [ 47.6  61.4]]
CORRELATION COEF, 5, 845, 0.827453418932697, 0.9224880382775119, (0.28689492325855964, 0.8561278863232682), 0.8880700138185167, [[289.2  24.3] [ 48.6  60.4]]
vehicle3.dat
NO SELECTION, 18, 845, 0.7554950533875613, 0.9614533965244866, (0.4501845018450184, 0.7696004046535155), 0.8548953504705719, [[304.3  12.2] [ 91.1  14.9]]
ANOVA, 5, 845, 0.7450769161820892, 0.9352290679304898, (0.5216284987277354, 0.7724425887265136), 0.8460768900957554, [[296.   20.5] [ 87.2  18.8]]
RELIEF, 5, 845, 0.7547897549662196, 0.9418641390205372, (0.4693877551020407, 0.7777198017218889), 0.8519577022006288, [[298.1  18.4] [ 85.2  20.8]]
INFORATION GAIN, 5, 845, 0.745550289626119, 0.9380726698262243, (0.519893899204244, 0.7715696465696466), 0.8467132468273206, [[296.9  19.6] [ 87.9  18.1]]
CHI SQUARE, 5, 845, 0.7349091907274825, 0.9165876777251185, (0.5641025641025641, 0.7721586372105403), 0.8381970528748917, [[290.1  26.4] [ 85.6  20.4]]
CORRELATION COEF, 5, 845, 0.7536071616640336, 0.9576619273301739, (0.4668989547038327, 0.7696800406297614), 0.8534422075179502, [[303.1  13.4] [ 90.7  15.3]]
wisconsin.dat
NO SELECTION, 9, 682, 0.9651026392961878, 0.9792325056433409, (0.039383561643835614, 0.9674397859054416), 0.9733004262957146, [[216.9   4.6] [  7.3 112.2]]
ANOVA, 5, 682, 0.9604105571847509, 0.9729119638826185, (0.05084745762711865, 0.9663677130044843), 0.96962879640045, [[215.5   6. ] [  7.5 112. ]]
RELIEF, 5, 682, 0.9513196480938417, 0.9706546275395034, (0.05608283002588438, 0.9551310528653932), 0.9628302731751007, [[215.    6.5] [ 10.1 109.4]]
INFORATION GAIN, 5, 682, 0.9583577712609971, 0.9711060948081264, (0.05419136325148179, 0.9650067294751009), 0.968046804680468, [[215.1   6.4] [  7.8 111.7]]
CHI SQUARE, 5, 682, 0.9607038123167155, 0.9742663656884877, (0.04851063829787234, 0.9655480984340046), 0.9698876404494384, [[215.8   5.7] [  7.7 111.8]]
CORRELATION COEF, 5, 682, 0.9565982404692083, 0.9702031602708804, (0.05597964376590331, 0.9632451815329449), 0.9667116509221773, [[214.9   6.6] [  8.2 111.3]]
yeast1.dat
NO SELECTION, 8, 1483, 0.7550923753505681, 0.923908918406072, (0.354553492484527, 0.7748249522597072), 0.8428249956724944, [[486.9  40.1] [141.5  73. ]]
ANOVA, 5, 1483, 0.7537417564229878, 0.9248576850094876, (0.3564356435643565, 0.7731598984771574), 0.8422325902885779, [[487.4  39.6] [143.   71.5]]
RELIEF, 5, 1483, 0.7297388973158586, 0.920303605313093, (0.42813455657492355, 0.7538078955548648), 0.8287764866712236, [[485.   42. ] [158.4  56.1]]
INFORATION GAIN, 5, 1483, 0.7537417564229878, 0.9248576850094876, (0.3564356435643565, 0.7731598984771574), 0.8422325902885779, [[487.4  39.6] [143.   71.5]]
CHI SQUARE, 5, 1483, 0.7409327018562373, 0.9235294117647058, (0.39126213592233006, 0.762255285826155), 0.8351780351780351, [[486.7  40.3] [151.8  62.7]]
CORRELATION COEF, 5, 1483, 0.7487534147414981, 0.9174573055028463, (0.37760416666666663, 0.7719942519559317), 0.8384635394086535, [[483.5  43.5] [142.8  71.7]]
yeast3.dat
NO SELECTION, 8, 1483, 0.9469992106536298, 0.9884848484848484, (0.13240418118466898, 0.9536617453588656), 0.9707611040845174, [[652.4   7.6] [ 31.7  49.8]]
ANOVA, 5, 1483, 0.9498295812099189, 0.9830303030303029, (0.16791604197901047, 0.9614700652045051), 0.9721306562780939, [[648.8  11.2] [ 26.   55.5]]
RELIEF, 5, 1483, 0.8898183412086095, 0.9996969696969696, (1.0, 0.8900580062053149), 0.9416969956468991, [[6.598e+02 2.000e-01] [8.150e+01 0.000e+00]]
INFORATION GAIN, 5, 1483, 0.9498295812099189, 0.9830303030303029, (0.16791604197901047, 0.9614700652045051), 0.9721306562780939, [[648.8  11.2] [ 26.   55.5]]
CHI SQUARE, 5, 1483, 0.9495622219554691, 0.9809090909090908, (0.18181818181818182, 0.9631062183873847), 0.9719261372166341, [[647.4  12.6] [ 24.8  56.7]]
CORRELATION COEF, 5, 1483, 0.9332438498277625, 0.9810606060606061, (0.21929824561403508, 0.9459459459459459), 0.9631833395314244, [[647.5  12.5] [ 37.   44.5]]
