dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix
kr-vs-k-one_vs_fifteen.dat; NO SELECTION; 6; 2244; 0.9942959001782532; 0.9970626032678538; 0.8358974358974359; 1.0; 0.9106145251396648; (1.0,0.005874793464292271,0.9941252065357077); [[32.6,6.4],[0.,1083.]]
kr-vs-k-one_vs_fifteen.dat; ANOVA; 3; 2244; 0.9982174688057042; 0.9990783410138249; 0.9487179487179487; 1.0; 0.9736842105263158; (1.0,0.0018433179723502304,0.9981566820276497); [[37.,2.],[0.,1083.]]
kr-vs-k-one_vs_fifteen.dat; RELIEF; 3; 2244; 0.9915329768270944; 0.9923976665495797; 0.7615384615384615; 0.9933110367892977; 0.8621190130624092; (0.9933110367892977,0.008515703690138267,0.9914842963098618); [[2.9700e+01,9.3000e+00],[2.0000e-01,1.0828e+03]]
kr-vs-k-one_vs_fifteen.dat; INFORATION GAIN; 3; 2244; 0.9982174688057042; 0.9990783410138249; 0.9487179487179487; 1.0; 0.9736842105263158; (1.0,0.0018433179723502304,0.9981566820276497); [[37.,2.],[0.,1083.]]
kr-vs-k-one_vs_fifteen.dat; CHI SQUARE; 3; 2244; 0.9973262032085561; 0.9986187845303867; 0.9230769230769231; 1.0; 0.9600000000000001; (1.0,0.0027624309392265192,0.9972375690607734); [[36.,3.],[0.,1083.]]
kr-vs-k-one_vs_fifteen.dat; CORRELATION COEF; 3; 2244; 0.9915329768270944; 0.9923976665495797; 0.7615384615384615; 0.9933110367892977; 0.8621190130624092; (0.9933110367892977,0.008515703690138267,0.9914842963098618); [[2.9700e+01,9.3000e+00],[2.0000e-01,1.0828e+03]]
winequality-red-4.dat; NO SELECTION; 11; 1599; 0.9668546620775971; 0.4834271419637273; 0.0; 0.0; 0.0; (0.0,0.03314571607254534,0.9668542839274546); [[0.,26.5],[0.,773.]]
winequality-red-4.dat; ANOVA; 3; 1599; 0.9666043491864832; 0.4834229951207306; 0.0; 0.0; 0.0; (0.0,0.03315400975853872,0.9668459902414612); [[0.000e+00,2.650e+01],[2.000e-01,7.728e+02]]
winequality-red-4.dat; RELIEF; 3; 1599; 0.9668546620775971; 0.4834271419637273; 0.0; 0.0; 0.0; (0.0,0.03314571607254534,0.9668542839274546); [[0.,26.5],[0.,773.]]
winequality-red-4.dat; INFORATION GAIN; 3; 1599; 0.9668546620775971; 0.7336024533733884; 0.011320754716981131; 0.5; 0.02214022140221402; (0.5,0.032795093253223176,0.9672049067467767); [[3.000e-01,2.620e+01],[3.000e-01,7.727e+02]]
winequality-red-4.dat; CHI SQUARE; 3; 1599; 0.9668546620775971; 0.4834271419637273; 0.0; 0.0; 0.0; (0.0,0.03314571607254534,0.9668542839274546); [[0.,26.5],[0.,773.]]
winequality-red-4.dat; CORRELATION COEF; 3; 1599; 0.9668546620775971; 0.4834271419637273; 0.0; 0.0; 0.0; (0.0,0.03314571607254534,0.9668542839274546); [[0.,26.5],[0.,773.]]
dermatology-6.dat; NO SELECTION; 34; 358; 0.9743016759776536; 0.8541380494505495; 0.9; 0.7142857142857143; 0.7964601769911505; (0.7142857142857143,0.006009615384615384,0.9939903846153846); [[9.,1.],[3.6,165.4]]
dermatology-6.dat; ANOVA; 3; 358; 0.994413407821229; 0.9970588235294118; 0.9; 1.0; 0.9473684210526316; (1.0,0.0058823529411764705,0.9941176470588236); [[9.,1.],[0.,169.]]
dermatology-6.dat; RELIEF; 3; 358; 0.9659217877094971; 0.8256491106316853; 0.79; 0.6638655462184874; 0.7214611872146119; (0.6638655462184874,0.012567324955116697,0.9874326750448833); [[7.9,2.1],[4.,165.]]
dermatology-6.dat; INFORATION GAIN; 3; 358; 0.994413407821229; 0.9970588235294118; 0.9; 1.0; 0.9473684210526316; (1.0,0.0058823529411764705,0.9941176470588236); [[9.,1.],[0.,169.]]
dermatology-6.dat; CHI SQUARE; 3; 358; 0.994413407821229; 0.9970588235294118; 0.9; 1.0; 0.9473684210526316; (1.0,0.0058823529411764705,0.9941176470588236); [[9.,1.],[0.,169.]]
dermatology-6.dat; CORRELATION COEF; 3; 358; 0.9441340782122903; 0.4720670391061452; 0.0; 0.0; 0.0; (0.0,0.055865921787709494,0.9441340782122905); [[0.,10.],[0.,169.]]
shuttle-2_vs_5.dat; NO SELECTION; 9; 3316; 0.9967430639324487; 0.9456451071326644; 0.8857142857142857; 0.8930041152263374; 0.889344262295082; (0.8930041152263374,0.001713900961008753,0.9982860990389912); [[21.7,2.8],[2.6,1630.9]]
shuttle-2_vs_5.dat; ANOVA; 3; 3316; 0.9988540410132689; 0.9994191023602788; 0.9224489795918368; 1.0; 0.9596602972399152; (1.0,0.0011617952794423382,0.9988382047205576); [[22.6,1.9],[0.,1633.5]]
shuttle-2_vs_5.dat; RELIEF; 3; 3316; 0.9974065138721351; 0.9986872634021249; 0.8244897959183674; 1.0; 0.9038031319910514; (1.0,0.002625473195750397,0.9973745268042497); [[20.2,4.3],[0.,1633.5]]
shuttle-2_vs_5.dat; INFORATION GAIN; 3; 3316; 0.9967430639324487; 0.9310073633810734; 0.926530612244898; 0.8631178707224334; 0.8937007874015748; (0.8631178707224334,0.0011031439602868175,0.9988968560397132); [[22.7,1.8],[3.6,1629.9]]
shuttle-2_vs_5.dat; CHI SQUARE; 3; 3316; 0.9988540410132689; 0.9994191023602788; 0.9224489795918368; 1.0; 0.9596602972399152; (1.0,0.0011617952794423382,0.9988382047205576); [[22.6,1.9],[0.,1633.5]]
shuttle-2_vs_5.dat; CORRELATION COEF; 3; 3316; 0.9960796139927626; 0.9980182926829269; 0.7346938775510204; 1.0; 0.8470588235294119; (1.0,0.0039634146341463415,0.9960365853658537); [[18.,6.5],[0.,1633.5]]
winequality-white-3-9_vs_5.dat; NO SELECTION; 11; 1482; 0.9831309041835355; 0.4915654520917679; 0.0; 0.0; 0.0; (0.0,0.016869095816464237,0.9831309041835358); [[0.,12.5],[0.,728.5]]
winequality-white-3-9_vs_5.dat; ANOVA; 3; 1482; 0.9831309041835355; 0.4915654520917679; 0.0; 0.0; 0.0; (0.0,0.016869095816464237,0.9831309041835358); [[0.,12.5],[0.,728.5]]
winequality-white-3-9_vs_5.dat; RELIEF; 3; 1482; 0.9831309041835355; 0.4915654520917679; 0.0; 0.0; 0.0; (0.0,0.016869095816464237,0.9831309041835358); [[0.,12.5],[0.,728.5]]
winequality-white-3-9_vs_5.dat; INFORATION GAIN; 3; 1482; 0.9831309041835355; 0.4915654520917679; 0.0; 0.0; 0.0; (0.0,0.016869095816464237,0.9831309041835358); [[0.,12.5],[0.,728.5]]
winequality-white-3-9_vs_5.dat; CHI SQUARE; 3; 1482; 0.9831309041835355; 0.4915654520917679; 0.0; 0.0; 0.0; (0.0,0.016869095816464237,0.9831309041835358); [[0.,12.5],[0.,728.5]]
winequality-white-3-9_vs_5.dat; CORRELATION COEF; 3; 1482; 0.9831309041835355; 0.4915654520917679; 0.0; 0.0; 0.0; (0.0,0.016869095816464237,0.9831309041835358); [[0.,12.5],[0.,728.5]]
winequality-red-3_vs_5.dat; NO SELECTION; 11; 691; 0.9855281896623943; 0.4927641099855282; 0.0; 0.0; 0.0; (0.0,0.01447178002894356,0.9855282199710564); [[0.,5.],[0.,340.5]]
winequality-red-3_vs_5.dat; ANOVA; 3; 691; 0.9855281896623943; 0.4927641099855282; 0.0; 0.0; 0.0; (0.0,0.01447178002894356,0.9855282199710564); [[0.,5.],[0.,340.5]]
winequality-red-3_vs_5.dat; RELIEF; 3; 691; 0.9855281896623943; 0.4927641099855282; 0.0; 0.0; 0.0; (0.0,0.01447178002894356,0.9855282199710564); [[0.,5.],[0.,340.5]]
winequality-red-3_vs_5.dat; INFORATION GAIN; 3; 691; 0.9855281896623943; 0.4927641099855282; 0.0; 0.0; 0.0; (0.0,0.01447178002894356,0.9855282199710564); [[0.,5.],[0.,340.5]]
winequality-red-3_vs_5.dat; CHI SQUARE; 3; 691; 0.9855281896623943; 0.4927641099855282; 0.0; 0.0; 0.0; (0.0,0.01447178002894356,0.9855282199710564); [[0.,5.],[0.,340.5]]
winequality-red-3_vs_5.dat; CORRELATION COEF; 3; 691; 0.9855281896623943; 0.4927641099855282; 0.0; 0.0; 0.0; (0.0,0.01447178002894356,0.9855282199710564); [[0.,5.],[0.,340.5]]
winequality-red-8_vs_6-7.dat; NO SELECTION; 11; 855; 0.9789473396222286; 0.48947368421052634; 0.0; 0.0; 0.0; (0.0,0.021052631578947368,0.9789473684210527); [[0.,9.],[0.,418.5]]
winequality-red-8_vs_6-7.dat; ANOVA; 3; 855; 0.9789473396222286; 0.48947368421052634; 0.0; 0.0; 0.0; (0.0,0.021052631578947368,0.9789473684210527); [[0.,9.],[0.,418.5]]
winequality-red-8_vs_6-7.dat; RELIEF; 3; 855; 0.9789473396222286; 0.48947368421052634; 0.0; 0.0; 0.0; (0.0,0.021052631578947368,0.9789473684210527); [[0.,9.],[0.,418.5]]
winequality-red-8_vs_6-7.dat; INFORATION GAIN; 3; 855; 0.9789473396222286; 0.48947368421052634; 0.0; 0.0; 0.0; (0.0,0.021052631578947368,0.9789473684210527); [[0.,9.],[0.,418.5]]
winequality-red-8_vs_6-7.dat; CHI SQUARE; 3; 855; 0.9789473396222286; 0.48947368421052634; 0.0; 0.0; 0.0; (0.0,0.021052631578947368,0.9789473684210527); [[0.,9.],[0.,418.5]]
winequality-red-8_vs_6-7.dat; CORRELATION COEF; 3; 855; 0.9789473396222286; 0.48947368421052634; 0.0; 0.0; 0.0; (0.0,0.021052631578947368,0.9789473684210527); [[0.,9.],[0.,418.5]]
kddcup-rootkit-imap_vs_back.dat; NO SELECTION; 41; 2225; 0.9995505213080209; 0.9997731397459165; 0.9545454545454546; 1.0; 0.9767441860465117; (1.0,0.00045372050816696913,0.9995462794918331); [[1.0500e+01,5.0000e-01],[0.0000e+00,1.1015e+03]]
kddcup-rootkit-imap_vs_back.dat; ANOVA; 3; 2225; 0.9999101527403415; 0.9954954954954955; 1.0; 0.990990990990991; 0.9954751131221719; (0.990990990990991,0.0,1.0); [[1.1000e+01,0.0000e+00],[1.0000e-01,1.1014e+03]]
kddcup-rootkit-imap_vs_back.dat; RELIEF; 3; 2225; 0.9793251113394998; 0.635514389159195; 0.6636363636363636; 0.27443609022556387; 0.3882978723404255; (0.27443609022556387,0.003407311907173773,0.9965926880928262); [[7.3,3.7],[19.3,1082.2]]
kddcup-rootkit-imap_vs_back.dat; INFORATION GAIN; 3; 2225; 0.9995505213080209; 0.9997731397459165; 0.9545454545454546; 1.0; 0.9767441860465117; (1.0,0.00045372050816696913,0.9995462794918331); [[1.0500e+01,5.0000e-01],[0.0000e+00,1.1015e+03]]
kddcup-rootkit-imap_vs_back.dat; CHI SQUARE; 3; 2225; 0.9909214676776099; 0.995456998920475; 0.08181818181818182; 1.0; 0.15126050420168066; (1.0,0.009086002159050019,0.99091399784095); [[9.0000e-01,1.0100e+01],[0.0000e+00,1.1015e+03]]
kddcup-rootkit-imap_vs_back.dat; CORRELATION COEF; 3; 2225; 0.9921792485149347; 0.9960817870653935; 0.20909090909090908; 1.0; 0.3458646616541353; (1.0,0.007836425869212753,0.9921635741307872); [[2.3,8.7],[0.,1101.5]]
kddcup-guess_passwd_vs_satan.dat; NO SELECTION; 41; 1642; 0.9993909866017052; 0.9907407407407407; 1.0; 0.9814814814814815; 0.9906542056074767; (0.9814814814814815,0.0,1.0); [[2.65e+01,0.00e+00],[5.00e-01,7.94e+02]]
kddcup-guess_passwd_vs_satan.dat; ANOVA; 3; 1642; 0.9962241169305723; 0.9476351351351351; 1.0; 0.8952702702702702; 0.9447415329768271; (0.8952702702702702,0.0,1.0); [[26.5,0.],[3.1,791.4]]
kddcup-guess_passwd_vs_satan.dat; RELIEF; 3; 1642; 0.9987819732034104; 0.9993714644877436; 0.9622641509433962; 1.0; 0.9807692307692307; (1.0,0.001257071024512885,0.9987429289754871); [[25.5,1.],[0.,794.5]]
kddcup-guess_passwd_vs_satan.dat; INFORATION GAIN; 3; 1642; 0.9993909866017052; 0.9907407407407407; 1.0; 0.9814814814814815; 0.9906542056074767; (0.9814814814814815,0.0,1.0); [[2.65e+01,0.00e+00],[5.00e-01,7.94e+02]]
kddcup-guess_passwd_vs_satan.dat; CHI SQUARE; 3; 1642; 0.9995127892813642; 0.9997483960246571; 0.9849056603773585; 1.0; 0.9923954372623575; (1.0,0.0005032079506856209,0.9994967920493144); [[2.610e+01,4.000e-01],[0.000e+00,7.945e+02]]
kddcup-guess_passwd_vs_satan.dat; CORRELATION COEF; 3; 1642; 0.9981729598051157; 0.9990577889447236; 0.9433962264150944; 1.0; 0.970873786407767; (1.0,0.0018844221105527637,0.9981155778894473); [[25.,1.5],[0.,794.5]]
kddcup-buffer_overflow_vs_back.dat; NO SELECTION; 41; 2233; 0.999641657280927; 0.9932425480405507; 0.9866666666666667; 0.9866666666666667; 0.9866666666666668; (0.9866666666666667,0.00018157058556513846,0.9998184294144348); [[1.4800e+01,2.0000e-01],[2.0000e-01,1.1013e+03]]
kddcup-buffer_overflow_vs_back.dat; ANOVA; 3; 2233; 0.9998207885304659; 0.993421052631579; 1.0; 0.986842105263158; 0.9933774834437087; (0.986842105263158,0.0,1.0); [[1.5000e+01,0.0000e+00],[2.0000e-01,1.1013e+03]]
kddcup-buffer_overflow_vs_back.dat; RELIEF; 3; 2233; 0.9776091553476254; 0.6565733801296615; 0.5866666666666667; 0.31884057971014496; 0.4131455399061033; (0.31884057971014496,0.00569381945082193,0.9943061805491781); [[8.8,6.2],[18.8,1082.7]]
kddcup-buffer_overflow_vs_back.dat; INFORATION GAIN; 3; 2233; 0.9998207885304659; 0.993421052631579; 1.0; 0.986842105263158; 0.9933774834437087; (0.986842105263158,0.0,1.0); [[1.5000e+01,0.0000e+00],[2.0000e-01,1.1013e+03]]
kddcup-buffer_overflow_vs_back.dat; CHI SQUARE; 3; 2233; 0.9948946390581531; 0.969122965641953; 0.66; 0.9428571428571428; 0.7764705882352942; (0.9428571428571428,0.004611211573236889,0.9953887884267631); [[9.9000e+00,5.1000e+00],[6.0000e-01,1.1009e+03]]
kddcup-buffer_overflow_vs_back.dat; CORRELATION COEF; 3; 2233; 0.9869234187836724; 0.7554199389237752; 0.35333333333333333; 0.5196078431372549; 0.4206349206349206; (0.5196078431372549,0.00876796528970442,0.9912320347102955); [[5.3,9.7],[4.9,1096.6]]
abalone-19_vs_10-11-12-13.dat; NO SELECTION; 8; 1622; 0.9802712700369914; 0.49013563501849566; 0.0; 0.0; 0.0; (0.0,0.01972872996300863,0.9802712700369913); [[0.,16.],[0.,795.]]
abalone-19_vs_10-11-12-13.dat; ANOVA; 3; 1622; 0.9802712700369914; 0.49013563501849566; 0.0; 0.0; 0.0; (0.0,0.01972872996300863,0.9802712700369913); [[0.,16.],[0.,795.]]
abalone-19_vs_10-11-12-13.dat; RELIEF; 3; 1622; 0.9802712700369914; 0.49013563501849566; 0.0; 0.0; 0.0; (0.0,0.01972872996300863,0.9802712700369913); [[0.,16.],[0.,795.]]
abalone-19_vs_10-11-12-13.dat; INFORATION GAIN; 3; 1622; 0.9802712700369914; 0.49013563501849566; 0.0; 0.0; 0.0; (0.0,0.01972872996300863,0.9802712700369913); [[0.,16.],[0.,795.]]
abalone-19_vs_10-11-12-13.dat; CHI SQUARE; 3; 1622; 0.9802712700369914; 0.49013563501849566; 0.0; 0.0; 0.0; (0.0,0.01972872996300863,0.9802712700369913); [[0.,16.],[0.,795.]]
abalone-19_vs_10-11-12-13.dat; CORRELATION COEF; 3; 1622; 0.9802712700369914; 0.49013563501849566; 0.0; 0.0; 0.0; (0.0,0.01972872996300863,0.9802712700369913); [[0.,16.],[0.,795.]]
abalone-17_vs_7-8-9-10.dat; NO SELECTION; 8; 2338; 0.9751924721984601; 0.4875962360992301; 0.0; 0.0; 0.0; (0.0,0.02480752780153978,0.9751924721984602); [[0.,29.],[0.,1140.]]
abalone-17_vs_7-8-9-10.dat; ANOVA; 3; 2338; 0.9751924721984601; 0.4875962360992301; 0.0; 0.0; 0.0; (0.0,0.02480752780153978,0.9751924721984602); [[0.,29.],[0.,1140.]]
abalone-17_vs_7-8-9-10.dat; RELIEF; 3; 2338; 0.9755346449957228; 0.9877631353756633; 0.013793103448275864; 1.0; 0.0272108843537415; (1.0,0.02447372924867363,0.9755262707513265); [[4.00e-01,2.86e+01],[0.00e+00,1.14e+03]]
abalone-17_vs_7-8-9-10.dat; INFORATION GAIN; 3; 2338; 0.9752780153977758; 0.9876379502095987; 0.003448275862068966; 1.0; 0.0068728522336769775; (1.0,0.02472409958080246,0.9752759004191974); [[1.00e-01,2.89e+01],[0.00e+00,1.14e+03]]
abalone-17_vs_7-8-9-10.dat; CHI SQUARE; 3; 2338; 0.9751924721984601; 0.7376368925393566; 0.003448275862068966; 0.5; 0.006849315068493151; (0.5,0.024726214921286786,0.9752737850787131); [[1.0000e-01,2.8900e+01],[1.0000e-01,1.1399e+03]]
abalone-17_vs_7-8-9-10.dat; CORRELATION COEF; 3; 2338; 0.9751924721984601; 0.4875962360992301; 0.0; 0.0; 0.0; (0.0,0.02480752780153978,0.9751924721984602); [[0.,29.],[0.,1140.]]
poker-8-9_vs_6.dat; NO SELECTION; 10; 1485; 0.9831654289995031; 0.49158249158249157; 0.0; 0.0; 0.0; (0.0,0.016835016835016835,0.9831649831649831); [[0.,12.5],[0.,730.]]
poker-8-9_vs_6.dat; ANOVA; 3; 1485; 0.9831654289995031; 0.49158249158249157; 0.0; 0.0; 0.0; (0.0,0.016835016835016835,0.9831649831649831); [[0.,12.5],[0.,730.]]
poker-8-9_vs_6.dat; RELIEF; 3; 1485; 0.9831654289995031; 0.49158249158249157; 0.0; 0.0; 0.0; (0.0,0.016835016835016835,0.9831649831649831); [[0.,12.5],[0.,730.]]
poker-8-9_vs_6.dat; INFORATION GAIN; 3; 1485; 0.9831654289995031; 0.49158249158249157; 0.0; 0.0; 0.0; (0.0,0.016835016835016835,0.9831649831649831); [[0.,12.5],[0.,730.]]
poker-8-9_vs_6.dat; CHI SQUARE; 3; 1485; 0.9831654289995031; 0.49158249158249157; 0.0; 0.0; 0.0; (0.0,0.016835016835016835,0.9831649831649831); [[0.,12.5],[0.,730.]]
poker-8-9_vs_6.dat; CORRELATION COEF; 3; 1485; 0.9831654289995031; 0.49158249158249157; 0.0; 0.0; 0.0; (0.0,0.016835016835016835,0.9831649831649831); [[0.,12.5],[0.,730.]]
shuttle-6_vs_2-3.dat; NO SELECTION; 9; 230; 0.9565217391304349; 0.4782608695652174; 0.0; 0.0; 0.0; (0.0,0.043478260869565216,0.9565217391304348); [[0.,5.],[0.,110.]]
shuttle-6_vs_2-3.dat; ANOVA; 3; 230; 0.9565217391304349; 0.4782608695652174; 0.0; 0.0; 0.0; (0.0,0.043478260869565216,0.9565217391304348); [[0.,5.],[0.,110.]]
shuttle-6_vs_2-3.dat; RELIEF; 3; 230; 0.9565217391304349; 0.4782608695652174; 0.0; 0.0; 0.0; (0.0,0.043478260869565216,0.9565217391304348); [[0.,5.],[0.,110.]]
shuttle-6_vs_2-3.dat; INFORATION GAIN; 3; 230; 0.9565217391304349; 0.4782608695652174; 0.0; 0.0; 0.0; (0.0,0.043478260869565216,0.9565217391304348); [[0.,5.],[0.,110.]]
shuttle-6_vs_2-3.dat; CHI SQUARE; 3; 230; 0.9565217391304349; 0.4782608695652174; 0.0; 0.0; 0.0; (0.0,0.043478260869565216,0.9565217391304348); [[0.,5.],[0.,110.]]
shuttle-6_vs_2-3.dat; CORRELATION COEF; 3; 230; 0.9565217391304349; 0.4782608695652174; 0.0; 0.0; 0.0; (0.0,0.043478260869565216,0.9565217391304348); [[0.,5.],[0.,110.]]
kddcup-land_vs_portsweep.dat; NO SELECTION; 41; 1061; 0.9977390470099137; 0.9487179487179487; 1.0; 0.8974358974358975; 0.945945945945946; (0.8974358974358975,0.0,1.0); [[10.5,0.],[1.2,518.8]]
kddcup-land_vs_portsweep.dat; ANOVA; 3; 1061; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[10.5,0.],[0.,520.]]
kddcup-land_vs_portsweep.dat; RELIEF; 3; 1061; 0.980208222293288; 0.49010367577756836; 0.0; 0.0; 0.0; (0.0,0.019792648444863337,0.9802073515551367); [[0.,10.5],[0.,520.]]
kddcup-land_vs_portsweep.dat; INFORATION GAIN; 3; 1061; 0.9981156948441885; 0.9565217391304348; 1.0; 0.9130434782608695; 0.9545454545454545; (0.9130434782608695,0.0,1.0); [[10.5,0.],[1.,519.]]
kddcup-land_vs_portsweep.dat; CHI SQUARE; 3; 1061; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[10.5,0.],[0.,520.]]
kddcup-land_vs_portsweep.dat; CORRELATION COEF; 3; 1061; 0.980208222293288; 0.49010367577756836; 0.0; 0.0; 0.0; (0.0,0.019792648444863337,0.9802073515551367); [[0.,10.5],[0.,520.]]
poker-9_vs_7.dat; NO SELECTION; 10; 244; 0.9672131147540984; 0.48360655737704916; 0.0; 0.0; 0.0; (0.0,0.03278688524590164,0.9672131147540983); [[0.,4.],[0.,118.]]
poker-9_vs_7.dat; ANOVA; 3; 244; 0.9672131147540984; 0.48360655737704916; 0.0; 0.0; 0.0; (0.0,0.03278688524590164,0.9672131147540983); [[0.,4.],[0.,118.]]
poker-9_vs_7.dat; RELIEF; 3; 244; 0.9672131147540984; 0.48360655737704916; 0.0; 0.0; 0.0; (0.0,0.03278688524590164,0.9672131147540983); [[0.,4.],[0.,118.]]
poker-9_vs_7.dat; INFORATION GAIN; 3; 244; 0.9672131147540984; 0.48360655737704916; 0.0; 0.0; 0.0; (0.0,0.03278688524590164,0.9672131147540983); [[0.,4.],[0.,118.]]
poker-9_vs_7.dat; CHI SQUARE; 3; 244; 0.9672131147540984; 0.48360655737704916; 0.0; 0.0; 0.0; (0.0,0.03278688524590164,0.9672131147540983); [[0.,4.],[0.,118.]]
poker-9_vs_7.dat; CORRELATION COEF; 3; 244; 0.9672131147540984; 0.48360655737704916; 0.0; 0.0; 0.0; (0.0,0.03278688524590164,0.9672131147540983); [[0.,4.],[0.,118.]]
abalone-20_vs_8-9-10.dat; NO SELECTION; 8; 1916; 0.9864300626304802; 0.4932150313152401; 0.0; 0.0; 0.0; (0.0,0.013569937369519834,0.9864300626304802); [[0.,13.],[0.,945.]]
abalone-20_vs_8-9-10.dat; ANOVA; 3; 1916; 0.9864300626304802; 0.4932150313152401; 0.0; 0.0; 0.0; (0.0,0.013569937369519834,0.9864300626304802); [[0.,13.],[0.,945.]]
abalone-20_vs_8-9-10.dat; RELIEF; 3; 1916; 0.9864300626304802; 0.4932150313152401; 0.0; 0.0; 0.0; (0.0,0.013569937369519834,0.9864300626304802); [[0.,13.],[0.,945.]]
abalone-20_vs_8-9-10.dat; INFORATION GAIN; 3; 1916; 0.9864300626304802; 0.4932150313152401; 0.0; 0.0; 0.0; (0.0,0.013569937369519834,0.9864300626304802); [[0.,13.],[0.,945.]]
abalone-20_vs_8-9-10.dat; CHI SQUARE; 3; 1916; 0.9864300626304802; 0.4932150313152401; 0.0; 0.0; 0.0; (0.0,0.013569937369519834,0.9864300626304802); [[0.,13.],[0.,945.]]
abalone-20_vs_8-9-10.dat; CORRELATION COEF; 3; 1916; 0.9864300626304802; 0.4932150313152401; 0.0; 0.0; 0.0; (0.0,0.013569937369519834,0.9864300626304802); [[0.,13.],[0.,945.]]
lymphography-normal-fibrosis.dat; NO SELECTION; 18; 148; 0.9594594594594594; 0.4797297297297297; 0.0; 0.0; 0.0; (0.0,0.04054054054054054,0.9594594594594594); [[0.,3.],[0.,71.]]
lymphography-normal-fibrosis.dat; ANOVA; 3; 148; 0.9594594594594594; 0.4797297297297297; 0.0; 0.0; 0.0; (0.0,0.04054054054054054,0.9594594594594594); [[0.,3.],[0.,71.]]
lymphography-normal-fibrosis.dat; RELIEF; 3; 148; 0.9594594594594594; 0.4797297297297297; 0.0; 0.0; 0.0; (0.0,0.04054054054054054,0.9594594594594594); [[0.,3.],[0.,71.]]
lymphography-normal-fibrosis.dat; INFORATION GAIN; 3; 148; 0.9594594594594594; 0.4797297297297297; 0.0; 0.0; 0.0; (0.0,0.04054054054054054,0.9594594594594594); [[0.,3.],[0.,71.]]
lymphography-normal-fibrosis.dat; CHI SQUARE; 3; 148; 0.9594594594594594; 0.4797297297297297; 0.0; 0.0; 0.0; (0.0,0.04054054054054054,0.9594594594594594); [[0.,3.],[0.,71.]]
lymphography-normal-fibrosis.dat; CORRELATION COEF; 3; 148; 0.9594594594594594; 0.4797297297297297; 0.0; 0.0; 0.0; (0.0,0.04054054054054054,0.9594594594594594); [[0.,3.],[0.,71.]]
