dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix
glass6.dat; NO SELECTION; 9; 214; 0.9607476635514018; 0.9517224060770756; 0.7586206896551724; 0.9401709401709403; 0.8396946564885497; (0.9401709401709403,0.03672612801678909,0.9632738719832109); [[11.,3.5],[0.7,91.8]]
glass6.dat; ANOVA; 3; 214; 0.9457943925233646; 0.9057099441110568; 0.7241379310344828; 0.8536585365853658; 0.7835820895522387; (0.8536585365853658,0.042238648363252376,0.9577613516367476); [[10.5,4.],[1.8,90.7]]
glass6.dat; RELIEF; 3; 214; 0.9289719626168225; 0.9275736808598285; 0.5172413793103449; 0.9259259259259259; 0.6637168141592921; (0.9259259259259259,0.07077856420626895,0.9292214357937311); [[7.5,7.],[0.6,91.9]]
glass6.dat; INFORATION GAIN; 3; 214; 0.9710280373831776; 0.9629489507667475; 0.8275862068965517; 0.9523809523809524; 0.8856088560885609; (0.9523809523809524,0.026483050847457626,0.9735169491525424); [[12.,2.5],[0.6,91.9]]
glass6.dat; CHI SQUARE; 3; 214; 0.946728971962617; 0.8980099502487562; 0.7586206896551724; 0.8333333333333334; 0.7942238267148015; (0.8333333333333334,0.0373134328358209,0.9626865671641791); [[11.,3.5],[2.2,90.3]]
glass6.dat; CORRELATION COEF; 3; 214; 0.9299065420560748; 0.9625; 0.4827586206896552; 1.0; 0.6511627906976745; (1.0,0.075,0.925); [[7.,7.5],[0.,92.5]]
new-thyroid1.dat; NO SELECTION; 5; 215; 0.9208982346832816; 0.9568527918781726; 0.5142857142857142; 1.0; 0.6792452830188679; (1.0,0.08629441624365482,0.9137055837563451); [[9.,8.5],[0.,90.]]
new-thyroid1.dat; ANOVA; 3; 215; 0.9199636552440292; 0.9563894523326573; 0.5085714285714286; 1.0; 0.6742424242424243; (1.0,0.0872210953346856,0.9127789046653144); [[8.9,8.6],[0.,90.]]
new-thyroid1.dat; RELIEF; 3; 215; 0.9404811353409486; 0.9229308860603824; 0.7142857142857143; 0.8992805755395683; 0.7961783439490446; (0.8992805755395683,0.05341880341880342,0.9465811965811965); [[12.5,5.],[1.4,88.6]]
new-thyroid1.dat; INFORATION GAIN; 3; 215; 0.9637331256490136; 0.9619303769789207; 0.8114285714285714; 0.9594594594594594; 0.8792569659442724; (0.9594594594594594,0.03559870550161812,0.9644012944983819); [[14.2,3.3],[0.6,89.4]]
new-thyroid1.dat; CHI SQUARE; 3; 215; 0.9442540671512635; 0.9612619106219894; 0.6685714285714285; 0.9831932773109244; 0.7959183673469388; (0.9831932773109244,0.060669456066945605,0.9393305439330544); [[11.7,5.8],[0.2,89.8]]
new-thyroid1.dat; CORRELATION COEF; 3; 215; 0.9637331256490136; 0.9619303769789207; 0.8114285714285714; 0.9594594594594594; 0.8792569659442724; (0.9594594594594594,0.03559870550161812,0.9644012944983819); [[14.2,3.3],[0.6,89.4]]
newthyroid2.dat; NO SELECTION; 5; 215; 0.9227847005884389; 0.9577822990844354; 0.5257142857142857; 1.0; 0.6891385767790261; (1.0,0.0844354018311292,0.9155645981688708); [[9.2,8.3],[0.,90.]]
newthyroid2.dat; ANOVA; 3; 215; 0.9218587746625129; 0.9573170731707317; 0.52; 1.0; 0.6842105263157895; (1.0,0.08536585365853658,0.9146341463414633); [[9.1,8.4],[0.,90.]]
newthyroid2.dat; RELIEF; 3; 215; 0.9404638283142954; 0.9278959810874705; 0.7028571428571428; 0.9111111111111112; 0.7935483870967741; (0.9111111111111112,0.055319148936170216,0.9446808510638297); [[12.3,5.2],[1.2,88.8]]
newthyroid2.dat; INFORATION GAIN; 3; 215; 0.9618206992038768; 0.9507029344162895; 0.8228571428571428; 0.935064935064935; 0.8753799392097263; (0.935064935064935,0.033659066232356136,0.966340933767644); [[14.4,3.1],[1.,89.]]
newthyroid2.dat; CHI SQUARE; 3; 215; 0.941355140186916; 0.9633559705715903; 0.6457142857142858; 0.9912280701754387; 0.782006920415225; (0.9912280701754387,0.06451612903225806,0.9354838709677419); [[11.3,6.2],[0.1,89.9]]
newthyroid2.dat; CORRELATION COEF; 3; 215; 0.9618206992038768; 0.9507029344162895; 0.8228571428571428; 0.935064935064935; 0.8753799392097263; (0.935064935064935,0.033659066232356136,0.966340933767644); [[14.4,3.1],[1.,89.]]
page-blocks0.dat; NO SELECTION; 10; 5472; 0.9495248538011696; 0.9169756999667371; 0.5864042933810376; 0.8792918454935622; 0.703584460184589; (0.8792918454935622,0.04534044556008786,0.9546595544399121); [[163.9,115.6],[22.5,2434.]]
page-blocks0.dat; ANOVA; 3; 5472; 0.9492690058479532; 0.877425719241161; 0.685509838998211; 0.7901030927835051; 0.7340996168582374; (0.7901030927835051,0.03525165430118308,0.9647483456988168); [[191.6,87.9],[50.9,2405.6]]
page-blocks0.dat; RELIEF; 3; 5472; 0.9260233918128653; 0.832131360746956; 0.4447227191413238; 0.7247813411078717; 0.551219512195122; (0.7247813411078717,0.06051861961395983,0.9394813803860402); [[124.3,155.2],[47.2,2409.3]]
page-blocks0.dat; INFORATION GAIN; 3; 5472; 0.9577485380116959; 0.9088135560776418; 0.7123434704830054; 0.8497652582159624; 0.7750097314130011; (0.8497652582159624,0.03213814606067874,0.9678618539393212); [[199.1,80.4],[35.2,2421.3]]
page-blocks0.dat; CHI SQUARE; 3; 5472; 0.9459795321637428; 0.9093807766132929; 0.556350626118068; 0.8672615727830452; 0.677855274629468; (0.8672615727830452,0.0485000195564595,0.9514999804435404); [[155.5,124.],[23.8,2432.7]]
page-blocks0.dat; CORRELATION COEF; 3; 5472; 0.9260233918128653; 0.832131360746956; 0.4447227191413238; 0.7247813411078717; 0.551219512195122; (0.7247813411078717,0.06051861961395983,0.9394813803860402); [[124.3,155.2],[47.2,2409.3]]
pima.dat; NO SELECTION; 8; 768; 0.7302083333333333; 0.7127466408425132; 0.4253731343283582; 0.6818181818181819; 0.5238970588235294; (0.6818181818181819,0.2563249001331558,0.7436750998668443); [[57.,77.],[26.6,223.4]]
pima.dat; ANOVA; 3; 768; 0.7479166666666668; 0.7261349277452087; 0.5276119402985074; 0.6785028790786948; 0.5936188077246012; (0.6785028790786948,0.22623302358827732,0.7737669764117227); [[70.7,63.3],[33.5,216.5]]
pima.dat; RELIEF; 3; 768; 0.6882812500000001; 0.650528052817763; 0.3888059701492537; 0.5795328142380423; 0.4653863331844573; (0.5795328142380423,0.27847670860251617,0.7215232913974837); [[52.1,81.9],[37.8,212.2]]
pima.dat; INFORATION GAIN; 3; 768; 0.7479166666666668; 0.7261349277452087; 0.5276119402985074; 0.6785028790786948; 0.5936188077246012; (0.6785028790786948,0.22623302358827732,0.7737669764117227); [[70.7,63.3],[33.5,216.5]]
pima.dat; CHI SQUARE; 3; 768; 0.7322916666666667; 0.7082631654060225; 0.48208955223880595; 0.6591836734693877; 0.5568965517241379; (0.6591836734693877,0.24265734265734268,0.7573426573426574); [[64.6,69.4],[33.4,216.6]]
pima.dat; CORRELATION COEF; 3; 768; 0.6825520833333333; 0.6428855721393034; 0.3529850746268656; 0.5733333333333333; 0.43695150115473436; (0.5733333333333333,0.28756218905472636,0.7124378109452737); [[47.3,86.7],[35.2,214.8]]
segment0.dat; NO SELECTION; 19; 2308; 0.9629982668977469; 0.9346370647847023; 0.8376899696048633; 0.8959687906371911; 0.8658498272070374; (0.8959687906371911,0.02669466106778644,0.9733053389322135); [[137.8,26.7],[16.,973.5]]
segment0.dat; ANOVA; 3; 2308; 0.9916811091854421; 0.9811181887229212; 0.9756838905775076; 0.9662853702588802; 0.9709618874773139; (0.9662853702588802,0.004048992813037757,0.9959510071869623); [[160.5,4.],[5.6,983.9]]
segment0.dat; RELIEF; 3; 2308; 0.8837088388214905; 0.8218953717305095; 0.2741641337386018; 0.7529215358931552; 0.40196078431372545; (0.7529215358931552,0.109130792432136,0.8908692075678639); [[45.1,119.4],[14.8,974.7]]
segment0.dat; INFORATION GAIN; 3; 2308; 0.9848353552859619; 0.9677721716842913; 0.9501519756838906; 0.9438405797101449; 0.9469857618903363; (0.9438405797101449,0.008296236341562119,0.9917037636584378); [[156.3,8.2],[9.3,980.2]]
segment0.dat; CHI SQUARE; 3; 2308; 0.9428942807625651; 0.8715301369480937; 0.8620060790273557; 0.7664864864864865; 0.811444921316166; (0.7664864864864865,0.023426212590299277,0.9765737874097007); [[141.8,22.7],[43.2,946.3]]
segment0.dat; CORRELATION COEF; 3; 2308; 0.9922876949740035; 0.9838702158064377; 0.9738601823708206; 0.9720873786407768; 0.9729729729729729; (0.9720873786407768,0.004346947027901334,0.9956530529720987); [[160.2,4.3],[4.6,984.9]]
vehicle0.dat; NO SELECTION; 18; 846; 0.9089834515366431; 0.88316128421883; 0.7597989949748744; 0.8381374722838137; 0.7970479704797049; (0.8381374722838137,0.07181490384615385,0.9281850961538463); [[75.6,23.9],[14.6,308.9]]
vehicle0.dat; ANOVA; 3; 846; 0.8302600472813237; 0.7664300039148664; 0.5829145728643216; 0.6568516421291053; 0.617678381256656; (0.6568516421291053,0.12399163429937257,0.8760083657006275); [[58.,41.5],[30.3,293.2]]
vehicle0.dat; RELIEF; 3; 846; 0.8257683215130024; 0.7908516895044447; 0.39497487437185924; 0.7443181818181818; 0.5160866710439921; (0.7443181818181818,0.16261480280929227,0.8373851971907077); [[39.3,60.2],[13.5,310.]]
vehicle0.dat; INFORATION GAIN; 3; 846; 0.8302600472813237; 0.7664300039148664; 0.5829145728643216; 0.6568516421291053; 0.617678381256656; (0.6568516421291053,0.12399163429937257,0.8760083657006275); [[58.,41.5],[30.3,293.2]]
vehicle0.dat; CHI SQUARE; 3; 846; 0.8356973995271867; 0.7742403392722064; 0.6; 0.6677852348993288; 0.6320804658549497; (0.6677852348993288,0.11930455635491605,0.8806954436450839); [[59.7,39.8],[29.7,293.8]]
vehicle0.dat; CORRELATION COEF; 3; 846; 0.8144208037825058; 0.7426670952390091; 0.5417085427135678; 0.6209677419354839; 0.5786366076221149; (0.6209677419354839,0.13563355145746578,0.8643664485425342); [[53.9,45.6],[32.9,290.6]]
vehicle1.dat; NO SELECTION; 18; 846; 0.7560283687943262; 0.6675765195298817; 0.29493087557603687; 0.545144804088586; 0.3827751196172249; (0.545144804088586,0.20999176502882239,0.7900082349711776); [[32.,76.5],[26.7,287.8]]
vehicle1.dat; ANOVA; 3; 846; 0.7713947990543735; 0.7116519659469897; 0.2534562211981567; 0.6365740740740741; 0.3625576796308504; (0.6365740740740741,0.21327014218009477,0.7867298578199052); [[27.5,81.],[15.7,298.8]]
vehicle1.dat; RELIEF; 3; 846; 0.7631205673758864; 0.683225622743598; 0.29308755760368665; 0.5750452079566004; 0.3882783882783883; (0.5750452079566004,0.20859396246940443,0.7914060375305956); [[31.8,76.7],[23.5,291.]]
vehicle1.dat; INFORATION GAIN; 3; 846; 0.7364066193853428; 0.6231385996088111; 0.23133640552995394; 0.4718045112781955; 0.3104514533085962; (0.4718045112781955,0.22552731206057333,0.7744726879394267); [[25.1,83.4],[28.1,286.4]]
vehicle1.dat; CHI SQUARE; 3; 846; 0.7302600472813239; 0.5967694770215779; 0.1622119815668203; 0.4313725490196079; 0.23576691225720026; (0.4313725490196079,0.2378335949764521,0.7621664050235478); [[17.6,90.9],[23.2,291.3]]
vehicle1.dat; CORRELATION COEF; 3; 846; 0.7323877068557919; 0.6067429883246669; 0.18433179723502305; 0.44742729306487694; 0.26109660574412535; (0.44742729306487694,0.23394131641554322,0.7660586835844568); [[20.,88.5],[24.7,289.8]]
vehicle2.dat; NO SELECTION; 18; 846; 0.8664302600472814; 0.8484267434532791; 0.6183486238532111; 0.818955042527339; 0.7046523784631469; (0.818955042527339,0.12210155562078073,0.8778984443792192); [[67.4,41.6],[14.9,299.1]]
vehicle2.dat; ANOVA; 3; 846; 0.8702127659574469; 0.8483640444837195; 0.6467889908256881; 0.811277330264672; 0.7197549770290963; (0.811277330264672,0.11454924129723296,0.885450758702767); [[70.5,38.5],[16.4,297.6]]
vehicle2.dat; RELIEF; 3; 846; 0.8860520094562648; 0.9004273504273504; 0.6091743119266055; 0.9222222222222223; 0.7337016574585635; (0.9222222222222223,0.12136752136752137,0.8786324786324786); [[66.4,42.6],[5.6,308.4]]
vehicle2.dat; INFORATION GAIN; 3; 846; 0.8108747044917257; 0.7683058578745199; 0.45871559633027525; 0.704225352112676; 0.5555555555555557; (0.704225352112676,0.16761363636363635,0.8323863636363636); [[50.,59.],[21.,293.]]
vehicle2.dat; CHI SQUARE; 3; 846; 0.7789598108747046; 0.7140467340621739; 0.36513761467889905; 0.6209048361934477; 0.4598497978047371; (0.6209048361934477,0.19281136806910004,0.8071886319309); [[39.8,69.2],[24.3,289.7]]
vehicle2.dat; CORRELATION COEF; 3; 846; 0.8063829787234041; 0.7586738885891509; 0.45871559633027525; 0.6858710562414265; 0.5497526113249037; (0.6858710562414265,0.1685232790631248,0.8314767209368752); [[50.,59.],[22.9,291.1]]
vehicle3.dat; NO SELECTION; 18; 846; 0.7624113475177305; 0.6915580488330466; 0.14245283018867924; 0.611336032388664; 0.23106350420811017; (0.611336032388664,0.22821993472257096,0.7717800652774292); [[15.1,90.9],[9.6,307.4]]
vehicle3.dat; ANOVA; 3; 846; 0.7446808510638296; 0.6247158325153718; 0.1849056603773585; 0.47572815533980584; 0.26630434782608703; (0.47572815533980584,0.22629649030906238,0.7737035096909377); [[19.6,86.4],[21.6,295.4]]
vehicle3.dat; RELIEF; 3; 846; 0.7784869976359337; 0.7306842344388913; 0.22547169811320752; 0.6732394366197183; 0.3378091872791519; (0.6732394366197183,0.21187096774193548,0.7881290322580644); [[23.9,82.1],[11.6,305.4]]
vehicle3.dat; INFORATION GAIN; 3; 846; 0.7591016548463356; 0.6694986168989369; 0.1707547169811321; 0.5638629283489097; 0.2621288921071688; (0.5638629283489097,0.2248656945510361,0.775134305448964); [[18.1,87.9],[14.,303.]]
vehicle3.dat; CHI SQUARE; 3; 846; 0.7472813238770686; 0.6298386636016536; 0.16886792452830188; 0.48773841961852854; 0.25087596355991587; (0.48773841961852854,0.22806109241522135,0.7719389075847787); [[17.9,88.1],[18.8,298.2]]
vehicle3.dat; CORRELATION COEF; 3; 846; 0.7513002364066194; 0.6417972021852458; 0.15849056603773587; 0.5121951219512195; 0.24207492795389052; (0.5121951219512195,0.22860071758072784,0.7713992824192721); [[16.8,89.2],[16.,301.]]
wisconsin.dat; NO SELECTION; 9; 683; 0.9631055889969303; 0.9620658082975679; 0.9347280334728034; 0.9587982832618026; 0.9466101694915254; (0.9587982832618026,0.034666666666666665,0.9653333333333333); [[111.7,7.8],[4.8,217.2]]
wisconsin.dat; ANOVA; 3; 683; 0.9552005625010718; 0.952827746368949; 0.9255230125523012; 0.9452991452991453; 0.9353065539112049; (0.9452991452991453,0.03964365256124722,0.9603563474387528); [[110.6,8.9],[6.4,215.6]]
wisconsin.dat; RELIEF; 3; 683; 0.9300149199979421; 0.9245726042538505; 0.891213389121339; 0.9071550255536627; 0.899113550021106; (0.9071550255536627,0.05800981704596163,0.9419901829540384); [[106.5,13.],[10.9,211.1]]
wisconsin.dat; INFORATION GAIN; 3; 683; 0.9552005625010718; 0.952827746368949; 0.9255230125523012; 0.9452991452991453; 0.9353065539112049; (0.9452991452991453,0.03964365256124722,0.9603563474387528); [[110.6,8.9],[6.4,215.6]]
wisconsin.dat; CHI SQUARE; 3; 683; 0.9546140522371422; 0.9521776787923781; 0.9246861924686193; 0.9444444444444444; 0.93446088794926; (0.9444444444444444,0.0400890868596882,0.9599109131403119); [[110.5,9.],[6.5,215.5]]
wisconsin.dat; CORRELATION COEF; 3; 683; 0.9563718680866391; 0.9510679820678936; 0.9430962343096234; 0.9329470198675497; 0.93799417394923; (0.9329470198675497,0.03081105573176257,0.9691889442682374); [[112.7,6.8],[8.1,213.9]]
yeast1.dat; NO SELECTION; 8; 1484; 0.7570080862533693; 0.7121187894293106; 0.35151515151515156; 0.6466552315608919; 0.4554515252189671; (0.6466552315608919,0.22241765270227054,0.7775823472977295); [[75.4,139.1],[41.2,486.3]]
yeast1.dat; ANOVA; 3; 1484; 0.7357142857142858; 0.6747460560662808; 0.27878787878787875; 0.5909090909090909; 0.37884067152359835; (0.5909090909090909,0.24141697877652935,0.7585830212234708); [[59.8,154.7],[41.4,486.1]]
yeast1.dat; RELIEF; 3; 1484; 0.7250673854447439; 0.652329621872769; 0.2540792540792541; 0.5532994923857868; 0.34824281150159747; (0.5532994923857868,0.24864024864024864,0.7513597513597513); [[54.5,160.],[44.,483.5]]
yeast1.dat; INFORATION GAIN; 3; 1484; 0.7518867924528303; 0.7005920848518878; 0.35664335664335667; 0.6239804241435563; 0.45387125482052804; (0.6239804241435563,0.22279625443978043,0.7772037455602195); [[76.5,138.],[46.1,481.4]]
yeast1.dat; CHI SQUARE; 3; 1484; 0.7237196765498652; 0.6491615754582087; 0.2783216783216783; 0.543221110100091; 0.36806411837237973; (0.543221110100091,0.2448979591836735,0.7551020408163265); [[59.7,154.8],[50.2,477.3]]
yeast1.dat; CORRELATION COEF; 3; 1484; 0.7128032345013476; 0.6226232811759128; 0.18041958041958042; 0.5092105263157896; 0.2664371772805508; (0.5092105263157896,0.263963963963964,0.7360360360360361); [[38.7,175.8],[37.3,490.2]]
yeast3.dat; NO SELECTION; 8; 1484; 0.9442048517520215; 0.9060858382052845; 0.5865030674846625; 0.8612612612612612; 0.6978102189781021; (0.8612612612612612,0.04908958485069192,0.950910415149308); [[47.8,33.7],[7.7,652.8]]
yeast3.dat; ANOVA; 3; 1484; 0.9509433962264151; 0.8975097763034944; 0.6932515337423313; 0.8321060382916052; 0.7563587684069613; (0.8321060382916052,0.037086485684616526,0.9629135143153835); [[56.5,25.],[11.4,649.1]]
yeast3.dat; RELIEF; 3; 1484; 0.8901617250673854; 0.4450808625336927; 0.0; 0.0; 0.0; (0.0,0.10983827493261455,0.8901617250673854); [[0.,81.5],[0.,660.5]]
yeast3.dat; INFORATION GAIN; 3; 1484; 0.9509433962264151; 0.8975097763034944; 0.6932515337423313; 0.8321060382916052; 0.7563587684069613; (0.8321060382916052,0.037086485684616526,0.9629135143153835); [[56.5,25.],[11.4,649.1]]
yeast3.dat; CHI SQUARE; 3; 1484; 0.95; 0.8882334023436714; 0.7092024539877301; 0.8117977528089887; 0.7570399476096923; (0.8117977528089887,0.03533094812164579,0.9646690518783542); [[57.8,23.7],[13.4,647.1]]
yeast3.dat; CORRELATION COEF; 3; 1484; 0.9367924528301887; 0.8686803741123019; 0.5815950920245399; 0.787375415282392; 0.6690190543401553; (0.787375415282392,0.050014667057788204,0.9499853329422118); [[47.4,34.1],[12.8,647.7]]
