ecoli-0-6-7_vs_5.dat
ANOVA, 3, 222, 0.9576576576576578, 0.9990000000000001, (0.015384615384615385, 0.9559808612440192), 0.9770171149144256, [[99.9  0.1] [ 4.6  6.4]]
RELIEF, 3, 222, 0.9324324324324325, 0.996, (0.0930232558139535, 0.9334582942830366), 0.9637155297532657, [[99.6  0.4] [ 7.1  3.9]]
INFORATION GAIN, 3, 222, 0.9576576576576578, 0.9990000000000001, (0.015384615384615385, 0.9559808612440192), 0.9770171149144256, [[99.9  0.1] [ 4.6  6.4]]
CHI SQUARE, 3, 222, 0.9558558558558559, 0.998, (0.03076923076923077, 0.955023923444976), 0.976039119804401, [[99.8  0.2] [ 4.7  6.3]]
CORRELATION COEF, 3, 222, 0.8954954954954955, 0.993, (0.875, 0.9010889292196007), 0.9448144624167459, [[99.3  0.7] [10.9  0.1]]
ecoli-0-2-6-7_vs_3-5.dat
NO SELECTION, 7, 224, 0.9375, 1.0, (0.0, 0.9351851851851852), 0.9665071770334929, [[101.   0.] [  7.   4.]]
ANOVA, 3, 224, 0.9607142857142856, 1.0, (0.0, 0.9582542694497154), 0.9786821705426356, [[101.    0. ] [  4.4   6.6]]
RELIEF, 3, 224, 0.93125, 0.996039603960396, (0.09756097560975609, 0.9323447636700649), 0.9631402584968884, [[100.6   0.4] [  7.3   3.7]]
INFORATION GAIN, 3, 224, 0.9607142857142856, 1.0, (0.0, 0.9582542694497154), 0.9786821705426356, [[101.    0. ] [  4.4   6.6]]
CHI SQUARE, 3, 224, 0.9607142857142856, 1.0, (0.0, 0.9582542694497154), 0.9786821705426356, [[101.    0. ] [  4.4   6.6]]
CORRELATION COEF, 3, 224, 0.9008928571428572, 0.998019801980198, (0.6666666666666666, 0.9024171888988362), 0.9478138222849083, [[1.008e+02 2.000e-01] [1.090e+01 1.000e-01]]
yeast-0-2-5-6_vs_3-7-8-9.dat
NO SELECTION, 8, 1004, 0.9245019920318726, 0.9896132596685083, (0.22380952380952382, 0.930977130977131), 0.959400107123728, [[447.8   4.7] [ 33.2  16.3]]
ANOVA, 3, 1004, 0.9133466135458168, 0.9759116022099448, (0.39208633093525186, 0.9312526360185576), 0.9530592424732923, [[441.6  10.9] [ 32.6  16.9]]
RELIEF, 3, 1004, 0.904780876494024, 0.9973480662983426, (0.29268292682926833, 0.906406909017875), 0.9497053872053872, [[451.3   1.2] [ 46.6   2.9]]
INFORATION GAIN, 3, 1004, 0.9133466135458168, 0.9759116022099448, (0.39208633093525186, 0.9312526360185576), 0.9530592424732923, [[441.6  10.9] [ 32.6  16.9]]
CHI SQUARE, 3, 1004, 0.9065737051792826, 0.9798895027624309, (0.43750000000000006, 0.9214463840399002), 0.9497697333190532, [[443.4   9.1] [ 37.8  11.7]]
CORRELATION COEF, 3, 1004, 0.9117529880478088, 0.9856353591160221, (0.35714285714285715, 0.9218685407193055), 0.9526861048809142, [[446.    6.5] [ 37.8  11.7]]
ecoli-0-1-4-7_vs_5-6.dat
NO SELECTION, 6, 332, 0.9493975903614459, 0.9993485342019545, (0.023255813953488375, 0.9486703772418057), 0.9733502538071065, [[1.534e+02 1.000e-01] [8.300e+00 4.200e+00]]
ANOVA, 3, 332, 0.9518072289156627, 0.9973941368078175, (0.07547169811320754, 0.9527069072806472), 0.9745385105028644, [[153.1   0.4] [  7.6   4.9]]
RELIEF, 3, 332, 0.9560240963855421, 0.9973941368078175, (0.06666666666666667, 0.9568749999999999), 0.9767145135566186, [[153.1   0.4] [  6.9   5.6]]
INFORATION GAIN, 3, 332, 0.9493975903614459, 0.9973941368078175, (0.08163265306122448, 0.9503414028553694), 0.9732994278448824, [[153.1   0.4] [  8.    4.5]]
CHI SQUARE, 3, 332, 0.9704819277108434, 0.9960912052117264, (0.06818181818181819, 0.9726463104325699), 0.9842291599613775, [[152.9   0.6] [  4.3   8.2]]
CORRELATION COEF, 3, 332, 0.9240963855421687, 0.9986970684039088, (0.6666666666666666, 0.9251659625829812), 0.9605263157894737, [[1.533e+02 2.000e-01] [1.240e+01 1.000e-01]]
glass-0-1-4-6_vs_2.dat
NO SELECTION, 9, 205, 0.9170949933371407, 1.0, (nan, 0.9170731707317074), 0.9567430025445294, [[94.   0. ] [ 8.5  0. ]]
ANOVA, 3, 205, 0.9170949933371407, 1.0, (nan, 0.9170731707317074), 0.9567430025445294, [[94.   0. ] [ 8.5  0. ]]
RELIEF, 3, 205, 0.9170949933371407, 1.0, (nan, 0.9170731707317074), 0.9567430025445294, [[94.   0. ] [ 8.5  0. ]]
INFORATION GAIN, 3, 205, 0.9170949933371407, 1.0, (nan, 0.9170731707317074), 0.9567430025445294, [[94.   0. ] [ 8.5  0. ]]
CHI SQUARE, 3, 205, 0.9170949933371407, 1.0, (nan, 0.9170731707317074), 0.9567430025445294, [[94.   0. ] [ 8.5  0. ]]
CORRELATION COEF, 3, 205, 0.9170949933371407, 1.0, (nan, 0.9170731707317074), 0.9567430025445294, [[94.   0. ] [ 8.5  0. ]]
ecoli-0-1_vs_5.dat
NO SELECTION, 6, 240, 0.9683333333333334, 1.0, (0.0, 0.9666080843585237), 0.9830205540661305, [[110.    0. ] [  3.8   6.2]]
ANOVA, 3, 240, 0.9683333333333334, 0.9972727272727273, (0.04411764705882353, 0.9690812720848057), 0.9829749103942652, [[109.7   0.3] [  3.5   6.5]]
RELIEF, 3, 240, 0.9558333333333333, 0.9981818181818182, (0.0392156862745098, 0.9556135770234987), 0.9764339706536238, [[109.8   0.2] [  5.1   4.9]]
INFORATION GAIN, 3, 240, 0.9683333333333334, 0.9972727272727273, (0.04411764705882353, 0.9690812720848057), 0.9829749103942652, [[109.7   0.3] [  3.5   6.5]]
CHI SQUARE, 3, 240, 0.9683333333333334, 0.9972727272727273, (0.04411764705882353, 0.9690812720848057), 0.9829749103942652, [[109.7   0.3] [  3.5   6.5]]
CORRELATION COEF, 3, 240, 0.9758333333333333, 1.0, (0.0, 0.9743135518157661), 0.9869896814715119, [[110.    0. ] [  2.9   7.1]]
glass-0-4_vs_5.dat
NO SELECTION, 9, 92, 0.9021739130434782, 1.0, (nan, 0.9021739130434783), 0.9485714285714286, [[41.5  0. ] [ 4.5  0. ]]
ANOVA, 3, 92, 0.9021739130434782, 1.0, (nan, 0.9021739130434783), 0.9485714285714286, [[41.5  0. ] [ 4.5  0. ]]
RELIEF, 3, 92, 0.9021739130434782, 1.0, (nan, 0.9021739130434783), 0.9485714285714286, [[41.5  0. ] [ 4.5  0. ]]
INFORATION GAIN, 3, 92, 0.9021739130434782, 1.0, (nan, 0.9021739130434783), 0.9485714285714286, [[41.5  0. ] [ 4.5  0. ]]
CHI SQUARE, 3, 92, 0.9021739130434782, 1.0, (nan, 0.9021739130434783), 0.9485714285714286, [[41.5  0. ] [ 4.5  0. ]]
CORRELATION COEF, 3, 92, 0.9021739130434782, 1.0, (nan, 0.9021739130434783), 0.9485714285714286, [[41.5  0. ] [ 4.5  0. ]]
ecoli-0-3-4-6_vs_5.dat
NO SELECTION, 7, 205, 0.9610032362459549, 0.9935135135135136, (0.08333333333333334, 0.9643231899265476), 0.9787007454739084, [[91.9  0.6] [ 3.4  6.6]]
ANOVA, 3, 205, 0.9658671235484485, 1.0, (0.0, 0.9635416666666666), 0.9814323607427056, [[92.5  0. ] [ 3.5  6.5]]
RELIEF, 3, 205, 0.9346468684561204, 0.9913513513513513, (0.163265306122449, 0.9395491803278688), 0.9647553918990005, [[91.7  0.8] [ 5.9  4.1]]
INFORATION GAIN, 3, 205, 0.9658671235484485, 1.0, (0.0, 0.9635416666666666), 0.9814323607427056, [[92.5  0. ] [ 3.5  6.5]]
CHI SQUARE, 3, 205, 0.9658671235484485, 1.0, (0.0, 0.9635416666666666), 0.9814323607427056, [[92.5  0. ] [ 3.5  6.5]]
CORRELATION COEF, 3, 205, 0.928764515514944, 1.0, (0.0, 0.9268537074148296), 0.9620384815392615, [[92.5  0. ] [ 7.3  2.7]]
yeast-0-3-5-9_vs_7-8.dat
NO SELECTION, 8, 506, 0.9086956521739129, 0.9929824561403509, (0.3137254901960785, 0.9132714804356595), 0.9514603908384114, [[226.4   1.6] [ 21.5   3.5]]
ANOVA, 3, 506, 0.9106719367588934, 0.993421052631579, (0.27777777777777773, 0.9147819063004847), 0.9524810765349033, [[226.5   1.5] [ 21.1   3.9]]
RELIEF, 3, 506, 0.9118577075098815, 0.9956140350877193, (0.2127659574468085, 0.914216673378977), 0.9531807684232626, [[227.    1. ] [ 21.3   3.7]]
INFORATION GAIN, 3, 506, 0.9106719367588934, 0.993421052631579, (0.27777777777777773, 0.9147819063004847), 0.9524810765349033, [[226.5   1.5] [ 21.1   3.9]]
CHI SQUARE, 3, 506, 0.908300395256917, 0.9969298245614036, (0.21874999999999997, 0.9099279423538831), 0.9514441188781917, [[227.3   0.7] [ 22.5   2.5]]
CORRELATION COEF, 3, 506, 0.901185770750988, 1.0, (nan, 0.9011857707509882), 0.948024948024948, [[228.   0.] [ 25.   0.]]
ecoli-0-4-6_vs_5.dat
NO SELECTION, 6, 203, 0.9625994952436422, 0.9934426229508198, (0.08108108108108109, 0.9659936238044633), 0.9795258620689655, [[90.9  0.6] [ 3.2  6.8]]
ANOVA, 3, 203, 0.9665016501650164, 1.0, (0.0, 0.964172813487882), 0.9817596566523605, [[91.5  0. ] [ 3.4  6.6]]
RELIEF, 3, 203, 0.9330324208891477, 0.9901639344262294, (0.18, 0.9388601036269429), 0.9638297872340426, [[90.6  0.9] [ 5.9  4.1]]
INFORATION GAIN, 3, 203, 0.9665016501650164, 1.0, (0.0, 0.964172813487882), 0.9817596566523605, [[91.5  0. ] [ 3.4  6.6]]
CHI SQUARE, 3, 203, 0.9665016501650164, 1.0, (0.0, 0.964172813487882), 0.9817596566523605, [[91.5  0. ] [ 3.4  6.6]]
CORRELATION COEF, 3, 203, 0.9300524170064067, 1.0, (0.0, 0.9279918864097364), 0.9626512361914783, [[91.5  0. ] [ 7.1  2.9]]
yeast-0-2-5-7-9_vs_3-6-8.dat
NO SELECTION, 8, 1004, 0.9609561752988048, 0.987182320441989, (0.1397590361445783, 0.9700325732899022), 0.9785323110624315, [[446.7   5.8] [ 13.8  35.7]]
ANOVA, 3, 1004, 0.9595617529880478, 0.9820994475138121, (0.17841409691629956, 0.9732807709154622), 0.9776702232977671, [[444.4   8.1] [ 12.2  37.3]]
RELIEF, 3, 1004, 0.9049800796812748, 0.9969060773480664, (0.30434782608695654, 0.9069159630076397), 0.949784187809243, [[451.1   1.4] [ 46.3   3.2]]
INFORATION GAIN, 3, 1004, 0.9563745019920319, 0.9854143646408839, (0.16176470588235292, 0.9668256721595837), 0.9760315201926233, [[445.9   6.6] [ 15.3  34.2]]
CHI SQUARE, 3, 1004, 0.9595617529880478, 0.9820994475138121, (0.17841409691629956, 0.9732807709154622), 0.9776702232977671, [[444.4   8.1] [ 12.2  37.3]]
CORRELATION COEF, 3, 1004, 0.9330677290836654, 0.9854143646408839, (0.22680412371134018, 0.9429054768449989), 0.9636913767019667, [[445.9   6.6] [ 27.   22.5]]
ecoli-0-3-4_vs_5.dat
NO SELECTION, 7, 200, 0.95, 0.9911111111111112, (0.12121212121212123, 0.9550321199143469), 0.9727371864776445, [[89.2  0.8] [ 4.2  5.8]]
ANOVA, 3, 200, 0.966, 1.0, (0.0, 0.9635974304068522), 0.9814612868047983, [[90.   0. ] [ 3.4  6.6]]
RELIEF, 3, 200, 0.9339999999999999, 0.9888888888888889, (0.18518518518518517, 0.9408033826638479), 0.9642470205850487, [[89.   1. ] [ 5.6  4.4]]
INFORATION GAIN, 3, 200, 0.966, 1.0, (0.0, 0.9635974304068522), 0.9814612868047983, [[90.   0. ] [ 3.4  6.6]]
CHI SQUARE, 3, 200, 0.966, 1.0, (0.0, 0.9635974304068522), 0.9814612868047983, [[90.   0. ] [ 3.4  6.6]]
CORRELATION COEF, 3, 200, 0.915, 0.9888888888888889, (0.2857142857142857, 0.9222797927461139), 0.9544235924932977, [[89.   1. ] [ 7.5  2.5]]
ecoli-0-1_vs_2-3-5.dat
NO SELECTION, 7, 244, 0.9532786885245901, 0.9981818181818182, (0.029850746268656716, 0.9522983521248916), 0.9747003994673767, [[109.8   0.2] [  5.5   6.5]]
ANOVA, 3, 244, 0.9491803278688524, 0.9963636363636363, (0.06060606060606061, 0.949740034662045), 0.9724933451641526, [[109.6   0.4] [  5.8   6.2]]
RELIEF, 3, 244, 0.9409836065573772, 1.0, (0.0, 0.9385665529010239), 0.9683098591549295, [[110.    0. ] [  7.2   4.8]]
INFORATION GAIN, 3, 244, 0.9491803278688524, 0.9963636363636363, (0.06060606060606061, 0.949740034662045), 0.9724933451641526, [[109.6   0.4] [  5.8   6.2]]
CHI SQUARE, 3, 244, 0.9475409836065574, 0.9963636363636363, (0.0625, 0.9480968858131488), 0.9716312056737587, [[109.6   0.4] [  6.    6. ]]
CORRELATION COEF, 3, 244, 0.9344262295081969, 0.9954545454545455, (0.1, 0.9358974358974359), 0.9647577092511014, [[109.5   0.5] [  7.5   4.5]]
glass-0-1-5_vs_2.dat
NO SELECTION, 9, 172, 0.9011627906976745, 1.0, (nan, 0.9011627906976745), 0.9480122324159022, [[77.5  0. ] [ 8.5  0. ]]
ANOVA, 3, 172, 0.9011627906976745, 1.0, (nan, 0.9011627906976745), 0.9480122324159022, [[77.5  0. ] [ 8.5  0. ]]
RELIEF, 3, 172, 0.9011627906976745, 1.0, (nan, 0.9011627906976745), 0.9480122324159022, [[77.5  0. ] [ 8.5  0. ]]
INFORATION GAIN, 3, 172, 0.9011627906976745, 1.0, (nan, 0.9011627906976745), 0.9480122324159022, [[77.5  0. ] [ 8.5  0. ]]
CHI SQUARE, 3, 172, 0.9011627906976745, 1.0, (nan, 0.9011627906976745), 0.9480122324159022, [[77.5  0. ] [ 8.5  0. ]]
CORRELATION COEF, 3, 172, 0.9023255813953488, 1.0, (0.0, 0.9022118742724097), 0.9485924112607098, [[77.5  0. ] [ 8.4  0.1]]
ecoli-0-1-4-7_vs_2-3-5-6.dat
NO SELECTION, 7, 336, 0.9369047619047619, 0.9986970684039088, (0.04651162790697675, 0.9364691508857667), 0.9665825977301388, [[153.3   0.2] [ 10.4   4.1]]
ANOVA, 3, 336, 0.9416666666666667, 0.9973941368078175, (0.07272727272727274, 0.9421538461538461), 0.9689873417721518, [[153.1   0.4] [  9.4   5.1]]
RELIEF, 3, 336, 0.944047619047619, 1.0, (0.0, 0.9422958870472682), 0.9702907711757269, [[153.5   0. ] [  9.4   5.1]]
INFORATION GAIN, 3, 336, 0.9327380952380953, 0.9973941368078175, (0.1, 0.9335365853658536), 0.9644094488188976, [[153.1   0.4] [ 10.9   3.6]]
CHI SQUARE, 3, 336, 0.9416666666666667, 0.9986970684039088, (0.0392156862745098, 0.9410681399631676), 0.9690265486725663, [[153.3   0.2] [  9.6   4.9]]
CORRELATION COEF, 3, 336, 0.9130952380952382, 0.9993485342019545, (1.0, 0.9136390708755211), 0.9545737398879901, [[1.534e+02 1.000e-01] [1.450e+01 0.000e+00]]
glass-0-6_vs_5.dat
NO SELECTION, 9, 108, 0.9166666666666667, 1.0, (nan, 0.9166666666666666), 0.9565217391304348, [[49.5  0. ] [ 4.5  0. ]]
ANOVA, 3, 108, 0.9166666666666667, 1.0, (nan, 0.9166666666666666), 0.9565217391304348, [[49.5  0. ] [ 4.5  0. ]]
RELIEF, 3, 108, 0.9166666666666667, 1.0, (nan, 0.9166666666666666), 0.9565217391304348, [[49.5  0. ] [ 4.5  0. ]]
INFORATION GAIN, 3, 108, 0.9166666666666667, 1.0, (nan, 0.9166666666666666), 0.9565217391304348, [[49.5  0. ] [ 4.5  0. ]]
CHI SQUARE, 3, 108, 0.9166666666666667, 1.0, (nan, 0.9166666666666666), 0.9565217391304348, [[49.5  0. ] [ 4.5  0. ]]
CORRELATION COEF, 3, 108, 0.9166666666666667, 1.0, (nan, 0.9166666666666666), 0.9565217391304348, [[49.5  0. ] [ 4.5  0. ]]
ecoli-0-1-4-6_vs_5.dat
NO SELECTION, 6, 280, 0.9714285714285713, 0.9969230769230769, (0.058823529411764705, 0.972972972972973), 0.9848024316109424, [[129.6   0.4] [  3.6   6.4]]
ANOVA, 3, 280, 0.9614285714285712, 0.9984615384615385, (0.04, 0.9614814814814816), 0.979622641509434, [[129.8   0.2] [  5.2   4.8]]
RELIEF, 3, 280, 0.9542857142857141, 0.9946153846153847, (0.13999999999999999, 0.9577777777777778), 0.9758490566037736, [[129.3   0.7] [  5.7   4.3]]
INFORATION GAIN, 3, 280, 0.9664285714285713, 0.9961538461538462, (0.07936507936507936, 0.968586387434555), 0.9821767159651119, [[129.5   0.5] [  4.2   5.8]]
CHI SQUARE, 3, 280, 0.9614285714285712, 0.9984615384615385, (0.04, 0.9614814814814816), 0.979622641509434, [[129.8   0.2] [  5.2   4.8]]
CORRELATION COEF, 3, 280, 0.9485714285714284, 1.0, (0.0, 0.9475218658892129), 0.9730538922155689, [[130.    0. ] [  7.2   2.8]]
led7digit-0-2-4-5-6-7-8-9_vs_1.dat
NO SELECTION, 7, 443, 0.9480555215849333, 0.9847290640394089, (0.23484848484848486, 0.9596735477676428), 0.9720398735716023, [[199.9   3.1] [  8.4  10.1]]
ANOVA, 3, 443, 0.937695161224573, 0.9837438423645319, (0.29203539823008845, 0.9500475737392959), 0.9666021297192643, [[199.7   3.3] [ 10.5   8. ]]
RELIEF, 3, 443, 0.9164832253067547, 1.0, (nan, 0.9164785553047404), 0.956419316843345, [[203.    0. ] [ 18.5   0. ]]
INFORATION GAIN, 3, 443, 0.937695161224573, 0.9837438423645319, (0.29203539823008845, 0.9500475737392959), 0.9666021297192643, [[199.7   3.3] [ 10.5   8. ]]
CHI SQUARE, 3, 443, 0.9124108271167095, 0.9955665024630541, (1.0, 0.9161378059836809), 0.9542020774315391, [[202.1   0.9] [ 18.5   0. ]]
CORRELATION COEF, 3, 443, 0.9164832253067547, 1.0, (nan, 0.9164785553047404), 0.956419316843345, [[203.    0. ] [ 18.5   0. ]]
ecoli-0-3-4-7_vs_5-6.dat
NO SELECTION, 7, 257, 0.9338965600775193, 0.9991379310344828, (0.023809523809523815, 0.9324215607401448), 0.9646275488972118, [[1.159e+02 1.000e-01] [8.400e+00 4.100e+00]]
ANOVA, 3, 257, 0.9525375484496124, 0.9991379310344828, (0.015151515151515154, 0.9507793273174734), 0.9743589743589743, [[1.159e+02 1.000e-01] [6.000e+00 6.500e+00]]
RELIEF, 3, 257, 0.9393047480620155, 0.9939655172413793, (0.11475409836065573, 0.9419934640522877), 0.9672818791946309, [[115.3   0.7] [  7.1   5.4]]
INFORATION GAIN, 3, 257, 0.9432109980620155, 1.0, (0.0, 0.9407948094079481), 0.9694943585457585, [[116.    0. ] [  7.3   5.2]]
CHI SQUARE, 3, 257, 0.9556504360465116, 0.9974137931034484, (0.04054054054054054, 0.9554087530966143), 0.9759595107549557, [[115.7   0.3] [  5.4   7.1]]
CORRELATION COEF, 3, 257, 0.8996124031007753, 0.9956896551724138, (0.8333333333333334, 0.9030492572322126), 0.947109471094711, [[1.155e+02 5.000e-01] [1.240e+01 1.000e-01]]
