dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix; scores; time
ecoli2.dat; CORRELATION COEF; 4; 336; 0.9047619047619048; 0.8293897882938979; 0.6153846153846154; 0.7272727272727273; 0.6666666666666667; (0.7272727272727273,0.0684931506849315,0.9315068493150684); [[16,10],[6,136]]; [1,3,5,6]; 0.0013036727905273438
ecoli3.dat; NO SELECTION; 7; 336; 0.9404761904761905; 0.8701298701298701; 0.6111111111111112; 0.7857142857142857; 0.6875000000000001; (0.7857142857142857,0.045454545454545456,0.9545454545454546); [[11,7],[3,147]]; ['all']; 0
ecoli3.dat; ANOVA; 4; 336; 0.9107142857142857; 0.7831499710480603; 0.3888888888888889; 0.6363636363636364; 0.4827586206896552; (0.6363636363636364,0.07006369426751592,0.9299363057324841); [[7,11],[4,146]]; [0,4,5,6]; 0.0006058216094970703
ecoli3.dat; RELIEF; 4; 336; 0.9107142857142857; 0.7831499710480603; 0.3888888888888889; 0.6363636363636364; 0.4827586206896552; (0.6363636363636364,0.07006369426751592,0.9299363057324841); [[7,11],[4,146]]; [0,4,5,6]; 0.159867525100708
ecoli3.dat; INFORATION GAIN; 4; 336; 0.9107142857142857; 0.7831499710480603; 0.3888888888888889; 0.6363636363636364; 0.4827586206896552; (0.6363636363636364,0.07006369426751592,0.9299363057324841); [[7,11],[4,146]]; [0,4,5,6]; 0.025017499923706055
ecoli3.dat; CHI SQUARE; 4; 336; 0.9107142857142857; 0.7831499710480603; 0.3888888888888889; 0.6363636363636364; 0.4827586206896552; (0.6363636363636364,0.07006369426751592,0.9299363057324841); [[7,11],[4,146]]; [0,4,5,6]; 0.0011413097381591797
ecoli3.dat; CORRELATION COEF; 4; 336; 0.8928571428571429; 0.44642857142857145; 0.0; 0.0; 0.0; (0.0,0.10714285714285714,0.8928571428571429); [[0,18],[0,150]]; [1,3,5,6]; 0.0013337135314941406
glass0.dat; NO SELECTION; 9; 214; 0.8037383177570093; 0.7775987107171636; 0.6857142857142857; 0.7058823529411765; 0.6956521739130436; (0.7058823529411765,0.1506849315068493,0.8493150684931506); [[24,11],[10,62]]; ['all']; 0
glass0.dat; ANOVA; 5; 214; 0.794392523364486; 0.7674037674037675; 0.6571428571428571; 0.696969696969697; 0.676470588235294; (0.696969696969697,0.16216216216216217,0.8378378378378378); [[23,12],[10,62]]; [0,1,2,3,7]; 0.0006406307220458984
glass0.dat; RELIEF; 5; 214; 0.7850467289719626; 0.7570833333333333; 0.6285714285714286; 0.6875; 0.6567164179104478; (0.6875,0.17333333333333334,0.8266666666666667); [[22,13],[10,62]]; [1,2,3,4,6]; 0.0842752456665039
glass0.dat; INFORATION GAIN; 5; 214; 0.7850467289719626; 0.755868544600939; 0.6857142857142857; 0.6666666666666666; 0.676056338028169; (0.6666666666666666,0.15492957746478872,0.8450704225352113); [[24,11],[12,60]]; [0,1,2,3,6]; 0.02534198760986328
glass0.dat; CHI SQUARE; 5; 214; 0.794392523364486; 0.7674037674037675; 0.6571428571428571; 0.696969696969697; 0.676470588235294; (0.696969696969697,0.16216216216216217,0.8378378378378378); [[23,12],[10,62]]; [1,2,3,7,8]; 0.0010001659393310547
glass0.dat; CORRELATION COEF; 5; 214; 0.8130841121495327; 0.7893120393120393; 0.6857142857142857; 0.7272727272727273; 0.7058823529411764; (0.7272727272727273,0.14864864864864866,0.8513513513513513); [[24,11],[9,63]]; [3,4,5,6,7]; 0.0017740726470947266
glass1.dat; NO SELECTION; 9; 214; 0.7476635514018691; 0.7380487804878049; 0.47368421052631576; 0.72; 0.5714285714285714; (0.72,0.24390243902439024,0.7560975609756098); [[18,20],[7,62]]; ['all']; 0
glass1.dat; ANOVA; 5; 214; 0.6261682242990654; 0.5484203296703296; 0.18421052631578946; 0.4375; 0.25925925925925924; (0.4375,0.34065934065934067,0.6593406593406593); [[7,31],[9,60]]; [0,1,2,7,8]; 0.0006136894226074219
glass1.dat; RELIEF; 5; 214; 0.7570093457943925; 0.7432188065099458; 0.5263157894736842; 0.7142857142857143; 0.6060606060606061; (0.7142857142857143,0.22784810126582278,0.7721518987341772); [[20,18],[8,61]]; [1,2,3,6,7]; 0.0604090690612793
glass1.dat; INFORATION GAIN; 5; 214; 0.7102803738317757; 0.6821396993810787; 0.47368421052631576; 0.6206896551724138; 0.5373134328358208; (0.6206896551724138,0.2564102564102564,0.7435897435897436); [[18,20],[11,58]]; [0,1,3,5,6]; 0.02501082420349121
glass1.dat; CHI SQUARE; 5; 214; 0.6261682242990654; 0.5484203296703296; 0.18421052631578946; 0.4375; 0.25925925925925924; (0.4375,0.34065934065934067,0.6593406593406593); [[7,31],[9,60]]; [0,1,2,7,8]; 0.0011746883392333984
glass1.dat; CORRELATION COEF; 5; 214; 0.719626168224299; 0.6972934472934473; 0.4473684210526316; 0.6538461538461539; 0.53125; (0.6538461538461539,0.25925925925925924,0.7407407407407407); [[17,21],[9,60]]; [3,4,5,6,7]; 0.001623392105102539
glass6.dat; NO SELECTION; 9; 214; 0.9532710280373832; 0.9372807017543859; 0.7333333333333333; 0.9166666666666666; 0.8148148148148148; (0.9166666666666666,0.042105263157894736,0.9578947368421052); [[11,4],[1,91]]; ['all']; 0
glass6.dat; ANOVA; 5; 214; 0.9532710280373832; 0.9372807017543859; 0.7333333333333333; 0.9166666666666666; 0.8148148148148148; (0.9166666666666666,0.042105263157894736,0.9578947368421052); [[11,4],[1,91]]; [1,2,3,4,7]; 0.0006623268127441406
glass6.dat; RELIEF; 5; 214; 0.9439252336448598; 0.9018003273322422; 0.7333333333333333; 0.8461538461538461; 0.7857142857142856; (0.8461538461538461,0.0425531914893617,0.9574468085106383); [[11,4],[2,90]]; [1,2,3,6,7]; 0.07702898979187012
glass6.dat; INFORATION GAIN; 5; 214; 0.9532710280373832; 0.9372807017543859; 0.7333333333333333; 0.9166666666666666; 0.8148148148148148; (0.9166666666666666,0.042105263157894736,0.9578947368421052); [[11,4],[1,91]]; [1,2,3,5,7]; 0.02441692352294922
glass6.dat; CHI SQUARE; 5; 214; 0.9532710280373832; 0.9372807017543859; 0.7333333333333333; 0.9166666666666666; 0.8148148148148148; (0.9166666666666666,0.042105263157894736,0.9578947368421052); [[11,4],[1,91]]; [1,2,3,5,7]; 0.0011229515075683594
glass6.dat; CORRELATION COEF; 5; 214; 0.9719626168224299; 0.9842105263157894; 0.8; 1.0; 0.888888888888889; (1.0,0.031578947368421054,0.968421052631579); [[12,3],[0,92]]; [3,4,5,6,7]; 0.001600027084350586
new-thyroid1.dat; NO SELECTION; 5; 215; 0.9252336448598131; 0.9591836734693877; 0.5294117647058824; 1.0; 0.6923076923076924; (1.0,0.08163265306122448,0.9183673469387755); [[9,8],[0,90]]; ['all']; 0
new-thyroid1.dat; ANOVA; 3; 215; 0.9252336448598131; 0.9591836734693877; 0.5294117647058824; 1.0; 0.6923076923076924; (1.0,0.08163265306122448,0.9183673469387755); [[9,8],[0,90]]; [0,1,2]; 0.0005934238433837891
new-thyroid1.dat; RELIEF; 3; 215; 0.9252336448598131; 0.9591836734693877; 0.5294117647058824; 1.0; 0.6923076923076924; (1.0,0.08163265306122448,0.9183673469387755); [[9,8],[0,90]]; [0,1,4]; 0.07451629638671875
new-thyroid1.dat; INFORATION GAIN; 3; 215; 0.9906542056074766; 0.9722222222222222; 1.0; 0.9444444444444444; 0.9714285714285714; (0.9444444444444444,0.0,1.0); [[17,0],[1,89]]; [1,2,4]; 0.014885663986206055
new-thyroid1.dat; CHI SQUARE; 3; 215; 0.9906542056074766; 0.9722222222222222; 1.0; 0.9444444444444444; 0.9714285714285714; (0.9444444444444444,0.0,1.0); [[17,0],[1,89]]; [1,2,4]; 0.0010259151458740234
new-thyroid1.dat; CORRELATION COEF; 3; 215; 0.9906542056074766; 0.9722222222222222; 1.0; 0.9444444444444444; 0.9714285714285714; (0.9444444444444444,0.0,1.0); [[17,0],[1,89]]; [1,2,4]; 0.0011124610900878906
newthyroid2.dat; NO SELECTION; 5; 215; 0.9252336448598131; 0.9591836734693877; 0.5294117647058824; 1.0; 0.6923076923076924; (1.0,0.08163265306122448,0.9183673469387755); [[9,8],[0,90]]; ['all']; 0
newthyroid2.dat; ANOVA; 3; 215; 0.9252336448598131; 0.9591836734693877; 0.5294117647058824; 1.0; 0.6923076923076924; (1.0,0.08163265306122448,0.9183673469387755); [[9,8],[0,90]]; [0,1,2]; 0.0005536079406738281
newthyroid2.dat; RELIEF; 3; 215; 0.9252336448598131; 0.9591836734693877; 0.5294117647058824; 1.0; 0.6923076923076924; (1.0,0.08163265306122448,0.9183673469387755); [[9,8],[0,90]]; [0,1,4]; 0.07368278503417969
newthyroid2.dat; INFORATION GAIN; 3; 215; 0.9439252336448598; 0.96875; 0.6470588235294118; 1.0; 0.7857142857142858; (1.0,0.0625,0.9375); [[11,6],[0,90]]; [1,2,4]; 0.015224695205688477
newthyroid2.dat; CHI SQUARE; 3; 215; 0.9439252336448598; 0.96875; 0.6470588235294118; 1.0; 0.7857142857142858; (1.0,0.0625,0.9375); [[11,6],[0,90]]; [1,2,4]; 0.0010242462158203125
newthyroid2.dat; CORRELATION COEF; 3; 215; 0.9439252336448598; 0.96875; 0.6470588235294118; 1.0; 0.7857142857142858; (1.0,0.0625,0.9375); [[11,6],[0,90]]; [1,2,4]; 0.0011107921600341797
page-blocks0.dat; NO SELECTION; 10; 5472; 0.9466374269005848; 0.9101818306986671; 0.5642857142857143; 0.8681318681318682; 0.683982683982684; (0.8681318681318682,0.047768206734534066,0.9522317932654659); [[158,122],[24,2432]]; ['all']; 0
page-blocks0.dat; ANOVA; 6; 5472; 0.9433479532163743; 0.9197655603634474; 0.5071428571428571; 0.8930817610062893; 0.6469248291571754; (0.8930817610062893,0.05355064027939464,0.9464493597206054); [[142,138],[17,2439]]; [0,2,3,4,6,7]; 0.0020661354064941406
page-blocks0.dat; RELIEF; 6; 5472; 0.9451754385964912; 0.9137974821318434; 0.5392857142857143; 0.877906976744186; 0.6681415929203539; (0.877906976744186,0.05031201248049922,0.9496879875195008); [[151,129],[21,2435]]; [0,1,2,7,8,9]; 39.758976459503174
page-blocks0.dat; INFORATION GAIN; 6; 5472; 0.9415204678362573; 0.8946732954545455; 0.5285714285714286; 0.8409090909090909; 0.6491228070175439; (0.8409090909090909,0.0515625,0.9484375); [[148,132],[28,2428]]; [0,2,3,4,6,9]; 0.25252723693847656
page-blocks0.dat; CHI SQUARE; 6; 5472; 0.9433479532163743; 0.9197655603634474; 0.5071428571428571; 0.8930817610062893; 0.6469248291571754; (0.8930817610062893,0.05355064027939464,0.9464493597206054); [[142,138],[17,2439]]; [0,2,3,4,6,7]; 0.005039215087890625
page-blocks0.dat; CORRELATION COEF; 6; 5472; 0.9396929824561403; 0.8932387171726718; 0.5071428571428571; 0.8402366863905325; 0.6325167037861916; (0.8402366863905325,0.053759252045188936,0.9462407479548111); [[142,138],[27,2429]]; [2,3,5,7,8,9]; 0.0028274059295654297
pima.dat; NO SELECTION; 8; 768; 0.7552083333333334; 0.7510902923598772; 0.4552238805970149; 0.7439024390243902; 0.5648148148148149; (0.7439024390243902,0.24172185430463577,0.7582781456953642); [[61,73],[21,229]]; ['all']; 0
pima.dat; ANOVA; 4; 768; 0.75; 0.7268745852687459; 0.5522388059701493; 0.6727272727272727; 0.6065573770491803; (0.6727272727272727,0.21897810218978103,0.781021897810219); [[74,60],[36,214]]; [0,1,5,7]; 0.0006742477416992188
pima.dat; RELIEF; 4; 768; 0.7369791666666666; 0.726561527287819; 0.417910447761194; 0.7088607594936709; 0.5258215962441314; (0.7088607594936709,0.25573770491803277,0.7442622950819672); [[56,78],[23,227]]; [1,3,4,7]; 0.5527253150939941
pima.dat; INFORATION GAIN; 4; 768; 0.7473958333333334; 0.7286360860663099; 0.5; 0.6907216494845361; 0.5800865800865801; (0.6907216494845361,0.23344947735191637,0.7665505226480837); [[67,67],[30,220]]; [1,2,5,7]; 0.039972543716430664
pima.dat; CHI SQUARE; 4; 768; 0.7421875; 0.7208399787347156; 0.5; 0.6767676767676768; 0.575107296137339; (0.6767676767676768,0.23508771929824562,0.7649122807017544); [[67,67],[32,218]]; [0,1,6,7]; 0.0014150142669677734
pima.dat; CORRELATION COEF; 4; 768; 0.671875; 0.6291549295774648; 0.40298507462686567; 0.54; 0.4615384615384615; (0.54,0.28169014084507044,0.7183098591549296); [[54,80],[46,204]]; [3,4,5,7]; 0.001668691635131836
segment0.dat; NO SELECTION; 19; 2308; 0.962738301559792; 0.9388911022576361; 0.8242424242424242; 0.9066666666666666; 0.8634920634920634; (0.9066666666666666,0.02888446215139442,0.9711155378486056); [[136,29],[14,975]]; ['all']; 0
segment0.dat; ANOVA; 11; 2308; 0.962738301559792; 0.9411705443017571; 0.8181818181818182; 0.9121621621621622; 0.8626198083067094; (0.9121621621621622,0.02982107355864811,0.9701789264413518); [[135,30],[13,976]]; [0,1,5,9,10,11,12,13,14,15,16]; 0.0016472339630126953
segment0.dat; RELIEF; 11; 2308; 0.9618717504332756; 0.9380947610938596; 0.8181818181818182; 0.9060402684563759; 0.8598726114649682; (0.9060402684563759,0.029850746268656716,0.9701492537313433); [[135,30],[14,975]]; [0,1,8,9,10,11,12,13,14,15,16]; 7.047682523727417
segment0.dat; INFORATION GAIN; 11; 2308; 0.9948006932409013; 0.9918468672036054; 0.9757575757575757; 0.9877300613496932; 0.9817073170731707; (0.9877300613496932,0.004036326942482341,0.9959636730575177); [[161,4],[2,987]]; [5,9,10,11,12,13,14,15,16,17,18]; 0.30097508430480957
segment0.dat; CHI SQUARE; 11; 2308; 0.9610051993067591; 0.9372951480307345; 0.8121212121212121; 0.9054054054054054; 0.8562300319488818; (0.9054054054054054,0.030815109343936383,0.9691848906560636); [[134,31],[14,975]]; [0,1,4,5,9,10,11,12,13,14,16]; 0.0031473636627197266
segment0.dat; CORRELATION COEF; 11; 2308; 0.9939341421143848; 0.9888334565163833; 0.9757575757575757; 0.9817073170731707; 0.9787234042553191; (0.9817073170731707,0.00404040404040404,0.9959595959595959); [[161,4],[3,986]]; [6,8,10,11,12,13,14,15,16,17,18]; 0.006907224655151367
vehicle0.dat; NO SELECTION; 18; 846; 0.9243498817966903; 0.9067651214425083; 0.7878787878787878; 0.8764044943820225; 0.8297872340425531; (0.8764044943820225,0.06287425149700598,0.937125748502994); [[78,21],[11,313]]; ['all']; 0
vehicle0.dat; ANOVA; 10; 846; 0.8841607565011821; 0.8595317725752508; 0.6464646464646465; 0.8205128205128205; 0.7231638418079097; (0.8205128205128205,0.10144927536231885,0.8985507246376812); [[64,35],[14,310]]; [0,1,2,3,6,7,8,10,11,12]; 0.001161813735961914
vehicle0.dat; RELIEF; 10; 846; 0.8936170212765957; 0.8786402244805096; 0.6565656565656566; 0.8552631578947368; 0.7428571428571429; (0.8552631578947368,0.09798270893371758,0.9020172910662824); [[65,34],[11,313]]; [0,1,2,3,6,7,9,10,11,12]; 1.0059075355529785
vehicle0.dat; INFORATION GAIN; 10; 846; 0.8841607565011821; 0.8595317725752508; 0.6464646464646465; 0.8205128205128205; 0.7231638418079097; (0.8205128205128205,0.10144927536231885,0.8985507246376812); [[64,35],[14,310]]; [0,1,2,3,6,7,8,10,11,12]; 0.11318159103393555
vehicle0.dat; CHI SQUARE; 10; 846; 0.8865248226950354; 0.8650063809023347; 0.6464646464646465; 0.8311688311688312; 0.7272727272727274; (0.8311688311688312,0.10115606936416185,0.8988439306358381); [[64,35],[13,311]]; [1,2,3,6,7,8,10,11,12,15]; 0.0015420913696289062
vehicle0.dat; CORRELATION COEF; 10; 846; 0.8983451536643026; 0.8738938053097345; 0.7070707070707071; 0.8333333333333334; 0.7650273224043715; (0.8333333333333334,0.0855457227138643,0.9144542772861357); [[70,29],[14,310]]; [2,3,6,7,8,9,10,11,12,17]; 0.004273414611816406
vehicle1.dat; NO SELECTION; 18; 846; 0.735224586288416; 0.631785802014247; 0.30275229357798167; 0.4782608695652174; 0.3707865168539326; (0.4782608695652174,0.21468926553672316,0.7853107344632768); [[33,76],[36,278]]; ['all']; 0
vehicle1.dat; ANOVA; 10; 846; 0.7139479905437353; 0.60317055393586; 0.3119266055045872; 0.425; 0.35978835978835977; (0.425,0.21865889212827988,0.7813411078717201); [[34,75],[46,268]]; [0,2,3,6,7,8,11,13,15,17]; 0.0010254383087158203
vehicle1.dat; RELIEF; 10; 846; 0.723404255319149; 0.6185860058309038; 0.3302752293577982; 0.45; 0.380952380952381; (0.45,0.21282798833819241,0.7871720116618076); [[36,73],[44,270]]; [2,3,4,6,9,10,11,12,13,17]; 0.7897980213165283
vehicle1.dat; INFORATION GAIN; 10; 846; 0.6997635933806147; 0.5863984542129598; 0.3119266055045872; 0.3953488372093023; 0.34871794871794876; (0.3953488372093023,0.22255192878338279,0.7774480712166172); [[34,75],[52,262]]; [1,2,4,6,7,9,10,11,12,17]; 0.09079861640930176
vehicle1.dat; CHI SQUARE; 10; 846; 0.7092198581560284; 0.5935340022296545; 0.29357798165137616; 0.41025641025641024; 0.3422459893048128; (0.41025641025641024,0.22318840579710145,0.7768115942028986); [[32,77],[46,268]]; [0,2,3,6,7,8,11,14,15,17]; 0.0015416145324707031
vehicle1.dat; CORRELATION COEF; 10; 846; 0.723404255319149; 0.6185860058309038; 0.3302752293577982; 0.45; 0.380952380952381; (0.45,0.21282798833819241,0.7871720116618076); [[36,73],[44,270]]; [2,3,6,7,8,9,10,11,12,17]; 0.0044515132904052734
vehicle2.dat; NO SELECTION; 18; 846; 0.8557919621749409; 0.8199088145896657; 0.6513761467889908; 0.7553191489361702; 0.6995073891625616; (0.7553191489361702,0.11550151975683891,0.8844984802431611); [[71,38],[23,291]]; ['all']; 0
vehicle2.dat; ANOVA; 10; 846; 0.9078014184397163; 0.9040875169606513; 0.7247706422018348; 0.8977272727272727; 0.8020304568527918; (0.8977272727272727,0.08955223880597014,0.9104477611940298); [[79,30],[9,305]]; [0,2,4,5,12,13,14,15,16,17]; 0.0008287429809570312
vehicle2.dat; RELIEF; 10; 846; 0.8534278959810875; 0.8172531769305963; 0.6422018348623854; 0.7526881720430108; 0.6930693069306931; (0.7526881720430108,0.11818181818181818,0.8818181818181818); [[70,39],[23,291]]; [2,3,4,6,9,10,11,12,13,17]; 0.825585126876831
vehicle2.dat; INFORATION GAIN; 10; 846; 0.8723404255319149; 0.8491051604655857; 0.6605504587155964; 0.8089887640449438; 0.7272727272727272; (0.8089887640449438,0.11077844311377245,0.8892215568862275); [[72,37],[17,297]]; [2,5,6,7,8,9,10,11,13,17]; 0.0891420841217041
vehicle2.dat; CHI SQUARE; 10; 846; 0.9078014184397163; 0.9040875169606513; 0.7247706422018348; 0.8977272727272727; 0.8020304568527918; (0.8977272727272727,0.08955223880597014,0.9104477611940298); [[79,30],[9,305]]; [0,2,4,5,12,13,14,15,16,17]; 0.0014674663543701172
vehicle2.dat; CORRELATION COEF; 10; 846; 0.8392434988179669; 0.7953947368421053; 0.6238532110091743; 0.7157894736842105; 0.6666666666666666; (0.7157894736842105,0.125,0.875); [[68,41],[27,287]]; [2,3,6,7,8,9,10,11,12,17]; 0.004431247711181641
vehicle3.dat; NO SELECTION; 18; 846; 0.7423167848699763; 0.6061176264659549; 0.12264150943396226; 0.4482758620689655; 0.1925925925925926; (0.4482758620689655,0.23604060913705585,0.7639593908629442); [[13,93],[16,301]]; ['all']; 0
vehicle3.dat; ANOVA; 10; 846; 0.7446808510638298; 0.6144213381555154; 0.12264150943396226; 0.4642857142857143; 0.19402985074626866; (0.4642857142857143,0.23544303797468355,0.7645569620253164); [[13,93],[15,302]]; [1,2,3,6,7,8,10,11,13,15]; 0.0008087158203125
vehicle3.dat; RELIEF; 10; 846; 0.7470449172576832; 0.6219095477386934; 0.11320754716981132; 0.48; 0.183206106870229; (0.48,0.23618090452261306,0.7638190954773869); [[12,94],[13,304]]; [2,3,4,6,9,10,11,12,13,17]; 0.7957272529602051
vehicle3.dat; INFORATION GAIN; 10; 846; 0.7541371158392435; 0.6521628498727735; 0.1509433962264151; 0.5333333333333333; 0.23529411764705882; (0.5333333333333333,0.22900763358778625,0.7709923664122137); [[16,90],[14,303]]; [0,2,6,7,8,10,11,12,16,17]; 0.0910959243774414
vehicle3.dat; CHI SQUARE; 10; 846; 0.7446808510638298; 0.6144213381555154; 0.12264150943396226; 0.4642857142857143; 0.19402985074626866; (0.4642857142857143,0.23544303797468355,0.7645569620253164); [[13,93],[15,302]]; [1,2,3,6,7,8,10,11,13,15]; 0.0017194747924804688
vehicle3.dat; CORRELATION COEF; 10; 846; 0.7446808510638298; 0.6123813214493316; 0.11320754716981132; 0.46153846153846156; 0.18181818181818182; (0.46153846153846156,0.2367758186397985,0.7632241813602015); [[12,94],[14,303]]; [2,3,6,7,8,9,10,11,12,17]; 0.004368782043457031
wisconsin.dat; NO SELECTION; 9; 683; 0.9648093841642229; 0.9597107438016529; 0.957983193277311; 0.9421487603305785; 0.95; (0.9421487603305785,0.022727272727272728,0.9772727272727273); [[114,5],[7,215]]; ['all']; 0
wisconsin.dat; ANOVA; 5; 683; 0.9501466275659824; 0.9444004524886878; 0.9327731092436975; 0.925; 0.9288702928870293; (0.925,0.03619909502262444,0.9638009049773756); [[111,8],[9,213]]; [1,2,5,6,7]; 0.0009484291076660156
wisconsin.dat; RELIEF; 5; 683; 0.9589442815249267; 0.9548224695283518; 0.9411764705882353; 0.9411764705882353; 0.9411764705882353; (0.9411764705882353,0.03153153153153153,0.9684684684684685); [[112,7],[7,215]]; [0,1,2,5,7]; 0.6254031658172607
wisconsin.dat; INFORATION GAIN; 5; 683; 0.9618768328445748; 0.9572586726998491; 0.9495798319327731; 0.9416666666666667; 0.9456066945606694; (0.9416666666666667,0.027149321266968326,0.9728506787330317); [[113,6],[7,215]]; [1,2,4,5,6]; 0.04221177101135254
wisconsin.dat; CHI SQUARE; 5; 683; 0.9589442815249267; 0.9548224695283518; 0.9411764705882353; 0.9411764705882353; 0.9411764705882353; (0.9411764705882353,0.03153153153153153,0.9684684684684685); [[112,7],[7,215]]; [1,2,3,5,7]; 0.0013604164123535156
wisconsin.dat; CORRELATION COEF; 5; 683; 0.9560117302052786; 0.9494161239613743; 0.9495798319327731; 0.9262295081967213; 0.9377593360995851; (0.9262295081967213,0.0273972602739726,0.9726027397260274); [[113,6],[9,213]]; [2,4,5,6,7]; 0.0016427040100097656
yeast1.dat; NO SELECTION; 8; 1484; 0.7601078167115903; 0.7438433552114376; 0.27906976744186046; 0.7228915662650602; 0.4026845637583893; (0.7228915662650602,0.23520485584218512,0.7647951441578149); [[60,155],[23,504]]; ['all']; 0
yeast1.dat; ANOVA; 4; 1484; 0.7412398921832885; 0.689123311755774; 0.27906976744186046; 0.6185567010309279; 0.38461538461538464; (0.6185567010309279,0.24031007751937986,0.7596899224806202); [[60,155],[37,490]]; [0,1,2,7]; 0.0008618831634521484
yeast1.dat; RELIEF; 4; 1484; 0.7021563342318059; 0.5991739931934204; 0.18604651162790697; 0.46511627906976744; 0.26578073089700993; (0.46511627906976744,0.26676829268292684,0.7332317073170732); [[40,175],[46,481]]; [0,1,2,3]; 2.47810435295105
