dataset; method; num_of_feat; num_of_elems; percent; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix; scores
ecoli-0-6-7_vs_5.dat; INFORATION GAIN; 4; 220; 80.0; 0.9454545454545454; 0.9716981132075472; 0.4; 1.0; 0.5714285714285715; (1.0,0.05660377358490566,0.9433962264150944); [[4,6],[0,100]]; [0,1,3,4]
ecoli-0-6-7_vs_5.dat; CHI SQUARE; 4; 220; 80.0; 0.9818181818181818; 0.9901960784313726; 0.8; 1.0; 0.888888888888889; (1.0,0.0196078431372549,0.9803921568627451); [[8,2],[0,100]]; [0,1,3,5]
ecoli-0-6-7_vs_5.dat; CORRELATION COEF; 4; 220; 80.0; 0.9454545454545454; 0.9716981132075472; 0.4; 1.0; 0.5714285714285715; (1.0,0.05660377358490566,0.9433962264150944); [[4,6],[0,100]]; [1,3,4,5]
ecoli-0-2-3-4_vs_5.dat; NO SELECTION; 7; 202; 100; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; ['all']
ecoli-0-2-3-4_vs_5.dat; ANOVA; 1; 202; 20.0; 0.9603960396039604; 0.9789473684210526; 0.6; 1.0; 0.7499999999999999; (1.0,0.042105263157894736,0.9578947368421052); [[6,4],[0,91]]; [1]
ecoli-0-2-3-4_vs_5.dat; RELIEF; 1; 202; 20.0; 0.9603960396039604; 0.9789473684210526; 0.6; 1.0; 0.7499999999999999; (1.0,0.042105263157894736,0.9578947368421052); [[6,4],[0,91]]; [1]
ecoli-0-2-3-4_vs_5.dat; INFORATION GAIN; 1; 202; 20.0; 0.9603960396039604; 0.9789473684210526; 0.6; 1.0; 0.7499999999999999; (1.0,0.042105263157894736,0.9578947368421052); [[6,4],[0,91]]; [1]
ecoli-0-2-3-4_vs_5.dat; CHI SQUARE; 1; 202; 20.0; 0.9603960396039604; 0.9789473684210526; 0.6; 1.0; 0.7499999999999999; (1.0,0.042105263157894736,0.9578947368421052); [[6,4],[0,91]]; [1]
ecoli-0-2-3-4_vs_5.dat; CORRELATION COEF; 1; 202; 20.0; 0.900990099009901; 0.4504950495049505; 0.0; 0.0; 0.0; (0.0,0.09900990099009901,0.900990099009901); [[0,10],[0,91]]; [6]
ecoli-0-2-3-4_vs_5.dat; ANOVA; 2; 202; 40.0; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; [1,4]
ecoli-0-2-3-4_vs_5.dat; RELIEF; 2; 202; 40.0; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; [0,1]
ecoli-0-2-3-4_vs_5.dat; INFORATION GAIN; 2; 202; 40.0; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; [1,4]
ecoli-0-2-3-4_vs_5.dat; CHI SQUARE; 2; 202; 40.0; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; [1,4]
ecoli-0-2-3-4_vs_5.dat; CORRELATION COEF; 2; 202; 40.0; 0.900990099009901; 0.4504950495049505; 0.0; 0.0; 0.0; (0.0,0.09900990099009901,0.900990099009901); [[0,10],[0,91]]; [3,6]
ecoli-0-2-3-4_vs_5.dat; ANOVA; 4; 202; 60.0; 0.9702970297029703; 0.9840425531914894; 0.7; 1.0; 0.8235294117647058; (1.0,0.031914893617021274,0.9680851063829787); [[7,3],[0,91]]; [0,1,4,6]
ecoli-0-2-3-4_vs_5.dat; RELIEF; 4; 202; 60.0; 0.9702970297029703; 0.9840425531914894; 0.7; 1.0; 0.8235294117647058; (1.0,0.031914893617021274,0.9680851063829787); [[7,3],[0,91]]; [0,1,4,6]
ecoli-0-2-3-4_vs_5.dat; INFORATION GAIN; 4; 202; 60.0; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; [0,1,4,5]
ecoli-0-2-3-4_vs_5.dat; CHI SQUARE; 4; 202; 60.0; 0.9702970297029703; 0.9840425531914894; 0.7; 1.0; 0.8235294117647058; (1.0,0.031914893617021274,0.9680851063829787); [[7,3],[0,91]]; [0,1,4,6]
ecoli-0-2-3-4_vs_5.dat; CORRELATION COEF; 4; 202; 60.0; 0.9207920792079208; 0.9595959595959596; 0.2; 1.0; 0.33333333333333337; (1.0,0.08080808080808081,0.9191919191919192); [[2,8],[0,91]]; [1,3,5,6]
ecoli-0-2-3-4_vs_5.dat; ANOVA; 5; 202; 80.0; 0.9702970297029703; 0.9840425531914894; 0.7; 1.0; 0.8235294117647058; (1.0,0.031914893617021274,0.9680851063829787); [[7,3],[0,91]]; [0,1,2,4,6]
ecoli-0-2-3-4_vs_5.dat; RELIEF; 5; 202; 80.0; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; [0,1,4,5,6]
ecoli-0-2-3-4_vs_5.dat; INFORATION GAIN; 5; 202; 80.0; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; [0,1,4,5,6]
ecoli-0-2-3-4_vs_5.dat; CHI SQUARE; 5; 202; 80.0; 0.9504950495049505; 0.9739583333333333; 0.5; 1.0; 0.6666666666666666; (1.0,0.052083333333333336,0.9479166666666666); [[5,5],[0,91]]; [0,1,4,5,6]
ecoli-0-2-3-4_vs_5.dat; CORRELATION COEF; 5; 202; 80.0; 0.9405940594059405; 0.9690721649484536; 0.4; 1.0; 0.5714285714285715; (1.0,0.061855670103092786,0.9381443298969072); [[4,6],[0,91]]; [1,3,4,5,6]
ecoli-0-6-7_vs_3-5.dat; NO SELECTION; 7; 222; 100; 0.9279279279279279; 0.962962962962963; 0.2727272727272727; 1.0; 0.42857142857142855; (1.0,0.07407407407407407,0.9259259259259259); [[3,8],[0,100]]; ['all']
ecoli-0-6-7_vs_3-5.dat; ANOVA; 1; 222; 20.0; 0.954954954954955; 0.9180825242718447; 0.6363636363636364; 0.875; 0.7368421052631579; (0.875,0.038834951456310676,0.9611650485436893); [[7,4],[1,99]]; [4]
ecoli-0-6-7_vs_3-5.dat; RELIEF; 1; 222; 20.0; 0.954954954954955; 0.9180825242718447; 0.6363636363636364; 0.875; 0.7368421052631579; (0.875,0.038834951456310676,0.9611650485436893); [[7,4],[1,99]]; [4]
ecoli-0-6-7_vs_3-5.dat; INFORATION GAIN; 1; 222; 20.0; 0.954954954954955; 0.9180825242718447; 0.6363636363636364; 0.875; 0.7368421052631579; (0.875,0.038834951456310676,0.9611650485436893); [[7,4],[1,99]]; [4]
ecoli-0-6-7_vs_3-5.dat; CHI SQUARE; 1; 222; 20.0; 0.954954954954955; 0.9180825242718447; 0.6363636363636364; 0.875; 0.7368421052631579; (0.875,0.038834951456310676,0.9611650485436893); [[7,4],[1,99]]; [4]
ecoli-0-6-7_vs_3-5.dat; CORRELATION COEF; 1; 222; 20.0; 0.9009009009009009; 0.45045045045045046; 0.0; 0.0; 0.0; (0.0,0.0990990990990991,0.9009009009009009); [[0,11],[0,100]]; [1]
ecoli-0-6-7_vs_3-5.dat; ANOVA; 2; 222; 40.0; 0.963963963963964; 0.9807692307692308; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.038461538461538464,0.9615384615384616); [[7,4],[0,100]]; [1,4]
ecoli-0-6-7_vs_3-5.dat; RELIEF; 2; 222; 40.0; 0.963963963963964; 0.9297385620915033; 0.7272727272727273; 0.8888888888888888; 0.7999999999999999; (0.8888888888888888,0.029411764705882353,0.9705882352941176); [[8,3],[1,99]]; [0,4]
ecoli-0-6-7_vs_3-5.dat; INFORATION GAIN; 2; 222; 40.0; 0.963963963963964; 0.9807692307692308; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.038461538461538464,0.9615384615384616); [[7,4],[0,100]]; [1,4]
ecoli-0-6-7_vs_3-5.dat; CHI SQUARE; 2; 222; 40.0; 0.963963963963964; 0.9297385620915033; 0.7272727272727273; 0.8888888888888888; 0.7999999999999999; (0.8888888888888888,0.029411764705882353,0.9705882352941176); [[8,3],[1,99]]; [0,4]
ecoli-0-6-7_vs_3-5.dat; CORRELATION COEF; 2; 222; 40.0; 0.9009009009009009; 0.45045045045045046; 0.0; 0.0; 0.0; (0.0,0.0990990990990991,0.9009009009009009); [[0,11],[0,100]]; [1,3]
ecoli-0-6-7_vs_3-5.dat; ANOVA; 4; 222; 60.0; 0.963963963963964; 0.9807692307692308; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.038461538461538464,0.9615384615384616); [[7,4],[0,100]]; [0,1,3,4]
ecoli-0-6-7_vs_3-5.dat; RELIEF; 4; 222; 60.0; 0.9459459459459459; 0.9716981132075472; 0.45454545454545453; 1.0; 0.625; (1.0,0.05660377358490566,0.9433962264150944); [[5,6],[0,100]]; [0,1,4,5]
ecoli-0-6-7_vs_3-5.dat; INFORATION GAIN; 4; 222; 60.0; 0.9459459459459459; 0.9716981132075472; 0.45454545454545453; 1.0; 0.625; (1.0,0.05660377358490566,0.9433962264150944); [[5,6],[0,100]]; [0,1,4,5]
ecoli-0-6-7_vs_3-5.dat; CHI SQUARE; 4; 222; 60.0; 0.9459459459459459; 0.9716981132075472; 0.45454545454545453; 1.0; 0.625; (1.0,0.05660377358490566,0.9433962264150944); [[5,6],[0,100]]; [0,1,4,5]
ecoli-0-6-7_vs_3-5.dat; CORRELATION COEF; 4; 222; 60.0; 0.9009009009009009; 0.45045045045045046; 0.0; 0.0; 0.0; (0.0,0.0990990990990991,0.9009009009009009); [[0,11],[0,100]]; [1,3,5,6]
ecoli-0-6-7_vs_3-5.dat; ANOVA; 5; 222; 80.0; 0.963963963963964; 0.9807692307692308; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.038461538461538464,0.9615384615384616); [[7,4],[0,100]]; [0,1,2,3,4]
ecoli-0-6-7_vs_3-5.dat; RELIEF; 5; 222; 80.0; 0.918918918918919; 0.9587155963302753; 0.18181818181818182; 1.0; 0.3076923076923077; (1.0,0.08256880733944955,0.9174311926605505); [[2,9],[0,100]]; [0,1,4,5,6]
ecoli-0-6-7_vs_3-5.dat; INFORATION GAIN; 5; 222; 80.0; 0.918918918918919; 0.9587155963302753; 0.18181818181818182; 1.0; 0.3076923076923077; (1.0,0.08256880733944955,0.9174311926605505); [[2,9],[0,100]]; [0,1,4,5,6]
ecoli-0-6-7_vs_3-5.dat; CHI SQUARE; 5; 222; 80.0; 0.918918918918919; 0.9587155963302753; 0.18181818181818182; 1.0; 0.3076923076923077; (1.0,0.08256880733944955,0.9174311926605505); [[2,9],[0,100]]; [0,1,4,5,6]
ecoli-0-6-7_vs_3-5.dat; CORRELATION COEF; 5; 222; 80.0; 0.9369369369369369; 0.9672897196261683; 0.36363636363636365; 1.0; 0.5333333333333333; (1.0,0.06542056074766354,0.9345794392523364); [[4,7],[0,100]]; [1,3,4,5,6]
ecoli-0-2-6-7_vs_3-5.dat; NO SELECTION; 7; 224; 100; 0.9464285714285714; 0.9719626168224299; 0.45454545454545453; 1.0; 0.625; (1.0,0.056074766355140186,0.9439252336448598); [[5,6],[0,101]]; ['all']
ecoli-0-2-6-7_vs_3-5.dat; ANOVA; 1; 224; 20.0; 0.9553571428571429; 0.9182692307692308; 0.6363636363636364; 0.875; 0.7368421052631579; (0.875,0.038461538461538464,0.9615384615384616); [[7,4],[1,100]]; [4]
ecoli-0-2-6-7_vs_3-5.dat; RELIEF; 1; 224; 20.0; 0.9553571428571429; 0.9182692307692308; 0.6363636363636364; 0.875; 0.7368421052631579; (0.875,0.038461538461538464,0.9615384615384616); [[7,4],[1,100]]; [4]
ecoli-0-2-6-7_vs_3-5.dat; INFORATION GAIN; 1; 224; 20.0; 0.9553571428571429; 0.9182692307692308; 0.6363636363636364; 0.875; 0.7368421052631579; (0.875,0.038461538461538464,0.9615384615384616); [[7,4],[1,100]]; [4]
ecoli-0-2-6-7_vs_3-5.dat; CHI SQUARE; 1; 224; 20.0; 0.9553571428571429; 0.9182692307692308; 0.6363636363636364; 0.875; 0.7368421052631579; (0.875,0.038461538461538464,0.9615384615384616); [[7,4],[1,100]]; [4]
ecoli-0-2-6-7_vs_3-5.dat; CORRELATION COEF; 1; 224; 20.0; 0.9017857142857143; 0.45089285714285715; 0.0; 0.0; 0.0; (0.0,0.09821428571428571,0.9017857142857143); [[0,11],[0,101]]; [1]
ecoli-0-2-6-7_vs_3-5.dat; ANOVA; 2; 224; 40.0; 0.9642857142857143; 0.980952380952381; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.0380952380952381,0.9619047619047619); [[7,4],[0,101]]; [1,4]
ecoli-0-2-6-7_vs_3-5.dat; RELIEF; 2; 224; 40.0; 0.9642857142857143; 0.9298813376483279; 0.7272727272727273; 0.8888888888888888; 0.7999999999999999; (0.8888888888888888,0.02912621359223301,0.970873786407767); [[8,3],[1,100]]; [0,4]
ecoli-0-2-6-7_vs_3-5.dat; INFORATION GAIN; 2; 224; 40.0; 0.9642857142857143; 0.980952380952381; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.0380952380952381,0.9619047619047619); [[7,4],[0,101]]; [1,4]
ecoli-0-2-6-7_vs_3-5.dat; CHI SQUARE; 2; 224; 40.0; 0.9642857142857143; 0.9298813376483279; 0.7272727272727273; 0.8888888888888888; 0.7999999999999999; (0.8888888888888888,0.02912621359223301,0.970873786407767); [[8,3],[1,100]]; [0,4]
ecoli-0-2-6-7_vs_3-5.dat; CORRELATION COEF; 2; 224; 40.0; 0.9107142857142857; 0.954954954954955; 0.09090909090909091; 1.0; 0.16666666666666669; (1.0,0.09009009009009009,0.9099099099099099); [[1,10],[0,101]]; [1,6]
ecoli-0-2-6-7_vs_3-5.dat; ANOVA; 4; 224; 60.0; 0.9642857142857143; 0.980952380952381; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.0380952380952381,0.9619047619047619); [[7,4],[0,101]]; [0,1,3,4]
ecoli-0-2-6-7_vs_3-5.dat; RELIEF; 4; 224; 60.0; 0.9464285714285714; 0.9719626168224299; 0.45454545454545453; 1.0; 0.625; (1.0,0.056074766355140186,0.9439252336448598); [[5,6],[0,101]]; [0,1,4,5]
ecoli-0-2-6-7_vs_3-5.dat; INFORATION GAIN; 4; 224; 60.0; 0.9464285714285714; 0.9719626168224299; 0.45454545454545453; 1.0; 0.625; (1.0,0.056074766355140186,0.9439252336448598); [[5,6],[0,101]]; [0,1,4,5]
ecoli-0-2-6-7_vs_3-5.dat; CHI SQUARE; 4; 224; 60.0; 0.9464285714285714; 0.9719626168224299; 0.45454545454545453; 1.0; 0.625; (1.0,0.056074766355140186,0.9439252336448598); [[5,6],[0,101]]; [0,1,4,5]
ecoli-0-2-6-7_vs_3-5.dat; CORRELATION COEF; 4; 224; 60.0; 0.9017857142857143; 0.45089285714285715; 0.0; 0.0; 0.0; (0.0,0.09821428571428571,0.9017857142857143); [[0,11],[0,101]]; [1,3,5,6]
ecoli-0-2-6-7_vs_3-5.dat; ANOVA; 5; 224; 80.0; 0.9642857142857143; 0.980952380952381; 0.6363636363636364; 1.0; 0.7777777777777778; (1.0,0.0380952380952381,0.9619047619047619); [[7,4],[0,101]]; [0,1,2,3,4]
ecoli-0-2-6-7_vs_3-5.dat; RELIEF; 5; 224; 80.0; 0.9285714285714286; 0.963302752293578; 0.2727272727272727; 1.0; 0.42857142857142855; (1.0,0.07339449541284404,0.926605504587156); [[3,8],[0,101]]; [0,1,4,5,6]
ecoli-0-2-6-7_vs_3-5.dat; INFORATION GAIN; 5; 224; 80.0; 0.9285714285714286; 0.963302752293578; 0.2727272727272727; 1.0; 0.42857142857142855; (1.0,0.07339449541284404,0.926605504587156); [[3,8],[0,101]]; [0,1,4,5,6]
ecoli-0-2-6-7_vs_3-5.dat; CHI SQUARE; 5; 224; 80.0; 0.9285714285714286; 0.963302752293578; 0.2727272727272727; 1.0; 0.42857142857142855; (1.0,0.07339449541284404,0.926605504587156); [[3,8],[0,101]]; [0,1,4,5,6]
ecoli-0-2-6-7_vs_3-5.dat; CORRELATION COEF; 5; 224; 80.0; 0.9375; 0.9675925925925926; 0.36363636363636365; 1.0; 0.5333333333333333; (1.0,0.06481481481481481,0.9351851851851852); [[4,7],[0,101]]; [1,3,4,5,6]
yeast-0-2-5-6_vs_3-7-8-9.dat; NO SELECTION; 8; 1004; 100; 0.9262948207171314; 0.9297056810403833; 0.28; 0.9333333333333333; 0.4307692307692308; (0.9333333333333333,0.07392197125256673,0.9260780287474333); [[14,36],[1,451]]; ['all']
yeast-0-2-5-6_vs_3-7-8-9.dat; ANOVA; 1; 1004; 20.0; 0.9043824701195219; 0.7345435684647303; 0.22; 0.55; 0.3142857142857143; (0.55,0.08091286307053942,0.9190871369294605); [[11,39],[9,443]]; [0]
yeast-0-2-5-6_vs_3-7-8-9.dat; RELIEF; 1; 1004; 20.0; 0.900398406374502; 0.450199203187251; 0.0; 0.0; 0.0; (0.0,0.099601593625498,0.900398406374502); [[0,50],[0,452]]; [3]
yeast-0-2-5-6_vs_3-7-8-9.dat; INFORATION GAIN; 1; 1004; 20.0; 0.8904382470119522; 0.6468171468171469; 0.16; 0.38095238095238093; 0.22535211267605634; (0.38095238095238093,0.08731808731808732,0.9126819126819127); [[8,42],[13,439]]; [1]
yeast-0-2-5-6_vs_3-7-8-9.dat; CHI SQUARE; 1; 1004; 20.0; 0.9163346613545816; 0.9083333333333333; 0.18; 0.9; 0.3; (0.9,0.08333333333333333,0.9166666666666666); [[9,41],[1,451]]; [5]
yeast-0-2-5-6_vs_3-7-8-9.dat; CORRELATION COEF; 1; 1004; 20.0; 0.8904382470119522; 0.6468171468171469; 0.16; 0.38095238095238093; 0.22535211267605634; (0.38095238095238093,0.08731808731808732,0.9126819126819127); [[8,42],[13,439]]; [1]
yeast-0-2-5-6_vs_3-7-8-9.dat; ANOVA; 3; 1004; 40.0; 0.9123505976095617; 0.76876130198915; 0.34; 0.6071428571428571; 0.43589743589743596; (0.6071428571428571,0.06962025316455696,0.930379746835443); [[17,33],[11,441]]; [0,1,5]
yeast-0-2-5-6_vs_3-7-8-9.dat; RELIEF; 3; 1004; 40.0; 0.9143426294820717; 0.8038029857251825; 0.26; 0.6842105263157895; 0.37681159420289856; (0.6842105263157895,0.07660455486542443,0.9233954451345756); [[13,37],[6,446]]; [0,1,3]
yeast-0-2-5-6_vs_3-7-8-9.dat; INFORATION GAIN; 3; 1004; 40.0; 0.9282868525896414; 0.8634065550906556; 0.38; 0.7916666666666666; 0.5135135135135135; (0.7916666666666666,0.06485355648535565,0.9351464435146444); [[19,31],[5,447]]; [0,1,6]
yeast-0-2-5-6_vs_3-7-8-9.dat; CHI SQUARE; 3; 1004; 40.0; 0.9063745019920318; 0.757905544147844; 0.18; 0.6; 0.2769230769230769; (0.6,0.08418891170431211,0.9158110882956879); [[9,41],[6,446]]; [0,4,5]
yeast-0-2-5-6_vs_3-7-8-9.dat; CORRELATION COEF; 3; 1004; 40.0; 0.9223107569721115; 0.8456093456093456; 0.32; 0.7619047619047619; 0.4507042253521127; (0.7619047619047619,0.07068607068607069,0.9293139293139293); [[16,34],[5,447]]; [1,2,6]
yeast-0-2-5-6_vs_3-7-8-9.dat; ANOVA; 4; 1004; 60.0; 0.9322709163346613; 0.9168049792531121; 0.36; 0.9; 0.5142857142857143; (0.9,0.06639004149377593,0.9336099585062241); [[18,32],[2,450]]; [0,1,2,5]
yeast-0-2-5-6_vs_3-7-8-9.dat; RELIEF; 4; 1004; 60.0; 0.9282868525896414; 0.9327417695473251; 0.3; 0.9375; 0.45454545454545453; (0.9375,0.0720164609053498,0.9279835390946503); [[15,35],[1,451]]; [0,1,2,3]
yeast-0-2-5-6_vs_3-7-8-9.dat; INFORATION GAIN; 4; 1004; 60.0; 0.9322709163346613; 0.8995265151515152; 0.38; 0.8636363636363636; 0.5277777777777778; (0.8636363636363636,0.06458333333333334,0.9354166666666667); [[19,31],[3,449]]; [0,1,2,7]
yeast-0-2-5-6_vs_3-7-8-9.dat; CHI SQUARE; 4; 1004; 60.0; 0.9183266932270916; 0.7948166508711818; 0.38; 0.6551724137931034; 0.48101265822784806; (0.6551724137931034,0.06553911205073996,0.9344608879492601); [[19,31],[10,442]]; [0,1,4,5]
yeast-0-2-5-6_vs_3-7-8-9.dat; CORRELATION COEF; 4; 1004; 60.0; 0.9143426294820717; 0.8437155891143622; 0.2; 0.7692307692307693; 0.31746031746031744; (0.7692307692307693,0.081799591002045,0.918200408997955); [[10,40],[3,449]]; [1,2,6,7]
yeast-0-2-5-6_vs_3-7-8-9.dat; ANOVA; 6; 1004; 80.0; 0.9302788844621513; 0.9355366889023651; 0.32; 0.9411764705882353; 0.4776119402985075; (0.9411764705882353,0.07010309278350516,0.9298969072164949); [[16,34],[1,451]]; [0,1,2,4,5,6]
yeast-0-2-5-6_vs_3-7-8-9.dat; RELIEF; 6; 1004; 80.0; 0.9262948207171314; 0.9297056810403833; 0.28; 0.9333333333333333; 0.4307692307692308; (0.9333333333333333,0.07392197125256673,0.9260780287474333); [[14,36],[1,451]]; [0,1,2,3,6,7]
yeast-0-2-5-6_vs_3-7-8-9.dat; INFORATION GAIN; 6; 1004; 80.0; 0.9302788844621513; 0.9355366889023651; 0.32; 0.9411764705882353; 0.4776119402985075; (0.9411764705882353,0.07010309278350516,0.9298969072164949); [[16,34],[1,451]]; [0,1,2,4,5,6]
yeast-0-2-5-6_vs_3-7-8-9.dat; CHI SQUARE; 6; 1004; 80.0; 0.9302788844621513; 0.9355366889023651; 0.32; 0.9411764705882353; 0.4776119402985075; (0.9411764705882353,0.07010309278350516,0.9298969072164949); [[16,34],[1,451]]; [0,1,2,4,5,6]
yeast-0-2-5-6_vs_3-7-8-9.dat; CORRELATION COEF; 6; 1004; 80.0; 0.9103585657370518; 0.8841269841269841; 0.12; 0.8571428571428571; 0.21052631578947367; (0.8571428571428571,0.08888888888888889,0.9111111111111111); [[6,44],[1,451]]; [1,2,3,4,6,7]
ecoli-0-1-4-7_vs_5-6.dat; NO SELECTION; 6; 332; 100; 0.9457831325301205; 0.9722222222222222; 0.3076923076923077; 1.0; 0.47058823529411764; (1.0,0.05555555555555555,0.9444444444444444); [[4,9],[0,153]]; ['all']
ecoli-0-1-4-7_vs_5-6.dat; ANOVA; 1; 332; 20.0; 0.9216867469879518; 0.4608433734939759; 0.0; 0.0; 0.0; (0.0,0.0783132530120482,0.9216867469879518); [[0,13],[0,153]]; [2]
ecoli-0-1-4-7_vs_5-6.dat; RELIEF; 1; 332; 20.0; 0.9457831325301205; 0.9722222222222222; 0.3076923076923077; 1.0; 0.47058823529411764; (1.0,0.05555555555555555,0.9444444444444444); [[4,9],[0,153]]; [3]
ecoli-0-1-4-7_vs_5-6.dat; INFORATION GAIN; 1; 332; 20.0; 0.9457831325301205; 0.9722222222222222; 0.3076923076923077; 1.0; 0.47058823529411764; (1.0,0.05555555555555555,0.9444444444444444); [[4,9],[0,153]]; [3]
