dataset; method; num_of_feat; num_of_elems; percent; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix; scores
kr-vs-k-zero_vs_eight.dat; INFORATION GAIN; 3; 1460; 60.0; 0.989041095890411; 0.8847280012328556; 0.5384615384615384; 0.7777777777777778; 0.6363636363636364; (0.7777777777777778,0.008321775312066574,0.9916782246879334); [[7,6],[2,715]]; [0,2,4]
kr-vs-k-zero_vs_eight.dat; CHI SQUARE; 3; 1460; 60.0; 0.9904109589041096; 0.9333448753462603; 0.5384615384615384; 0.875; 0.6666666666666667; (0.875,0.008310249307479225,0.9916897506925207); [[7,6],[1,716]]; [2,4,5]
kr-vs-k-zero_vs_eight.dat; CORRELATION COEF; 3; 1460; 60.0; 0.9821917808219178; 0.4910958904109589; 0.0; 0.0; 0.0; (0.0,0.01780821917808219,0.9821917808219178); [[0,13],[0,717]]; [1,3,5]
kr-vs-k-zero_vs_eight.dat; ANOVA; 4; 1460; 80.0; 0.9904109589041096; 0.9333448753462603; 0.5384615384615384; 0.875; 0.6666666666666667; (0.875,0.008310249307479225,0.9916897506925207); [[7,6],[1,716]]; [0,2,4,5]
kr-vs-k-zero_vs_eight.dat; RELIEF; 4; 1460; 80.0; 0.9821917808219178; 0.4910958904109589; 0.0; 0.0; 0.0; (0.0,0.01780821917808219,0.9821917808219178); [[0,13],[0,717]]; [2,3,4,5]
kr-vs-k-zero_vs_eight.dat; INFORATION GAIN; 4; 1460; 80.0; 0.9904109589041096; 0.9333448753462603; 0.5384615384615384; 0.875; 0.6666666666666667; (0.875,0.008310249307479225,0.9916897506925207); [[7,6],[1,716]]; [0,2,4,5]
kr-vs-k-zero_vs_eight.dat; CHI SQUARE; 4; 1460; 80.0; 0.9904109589041096; 0.9333448753462603; 0.5384615384615384; 0.875; 0.6666666666666667; (0.875,0.008310249307479225,0.9916897506925207); [[7,6],[1,716]]; [1,2,4,5]
kr-vs-k-zero_vs_eight.dat; CORRELATION COEF; 4; 1460; 80.0; 0.9821917808219178; 0.4910958904109589; 0.0; 0.0; 0.0; (0.0,0.01780821917808219,0.9821917808219178); [[0,13],[0,717]]; [1,2,3,5]
zoo-3.dat; NO SELECTION; 16; 101; 100; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; ['all']
zoo-3.dat; ANOVA; 3; 101; 20.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,3,10]
zoo-3.dat; RELIEF; 3; 101; 20.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [2,3,12]
zoo-3.dat; INFORATION GAIN; 3; 101; 20.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [8,9,13]
zoo-3.dat; CHI SQUARE; 3; 101; 20.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,3,10]
zoo-3.dat; CORRELATION COEF; 3; 101; 20.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [2,3,13]
zoo-3.dat; ANOVA; 6; 101; 40.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,3,4,10,12,13]
zoo-3.dat; RELIEF; 6; 101; 40.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,2,3,7,10,12]
zoo-3.dat; INFORATION GAIN; 6; 101; 40.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [2,6,7,8,9,13]
zoo-3.dat; CHI SQUARE; 6; 101; 40.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,1,3,4,10,11]
zoo-3.dat; CORRELATION COEF; 6; 101; 40.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [2,3,4,7,9,13]
zoo-3.dat; ANOVA; 9; 101; 60.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,1,3,4,6,10,12,13,15]
zoo-3.dat; RELIEF; 9; 101; 60.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,2,3,5,6,7,10,12,15]
zoo-3.dat; INFORATION GAIN; 9; 101; 60.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [1,2,3,6,7,8,9,13,14]
zoo-3.dat; CHI SQUARE; 9; 101; 60.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,1,3,4,6,10,11,14,15]
zoo-3.dat; CORRELATION COEF; 9; 101; 60.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [2,3,4,7,8,9,11,12,13]
zoo-3.dat; ANOVA; 12; 101; 80.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,1,2,3,4,6,8,10,11,12,13,15]
zoo-3.dat; RELIEF; 12; 101; 80.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,1,2,3,5,6,7,9,10,11,12,15]
zoo-3.dat; INFORATION GAIN; 12; 101; 80.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,3,4,5,6,7,8,9,11,13,14,15]
zoo-3.dat; CHI SQUARE; 12; 101; 80.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [0,1,2,3,4,5,6,10,11,13,14,15]
zoo-3.dat; CORRELATION COEF; 12; 101; 80.0; 0.96; 0.48; 0.0; 0.0; 0.0; (0.0,0.04,0.96); [[0,2],[0,48]]; [1,2,3,4,5,7,8,9,11,12,13,15]
kr-vs-k-one_vs_fifteen.dat; NO SELECTION; 6; 2244; 100; 0.9937611408199644; 0.9967889908256881; 0.8205128205128205; 1.0; 0.9014084507042254; (1.0,0.006422018348623854,0.9935779816513761); [[32,7],[0,1083]]; ['all']
kr-vs-k-one_vs_fifteen.dat; ANOVA; 1; 2244; 20.0; 0.9777183600713012; 0.9887184115523466; 0.358974358974359; 1.0; 0.5283018867924528; (1.0,0.02256317689530686,0.9774368231046932); [[14,25],[0,1083]]; [1]
kr-vs-k-one_vs_fifteen.dat; RELIEF; 1; 2244; 20.0; 0.9875222816399287; 0.9936189608021878; 0.6410256410256411; 1.0; 0.7812500000000001; (1.0,0.01276207839562443,0.9872379216043756); [[25,14],[0,1083]]; [4]
kr-vs-k-one_vs_fifteen.dat; INFORATION GAIN; 1; 2244; 20.0; 0.9866310160427807; 0.912523020257827; 0.7692307692307693; 0.8333333333333334; 0.8; (0.8333333333333334,0.008287292817679558,0.9917127071823204); [[30,9],[6,1077]]; [5]
kr-vs-k-one_vs_fifteen.dat; CHI SQUARE; 1; 2244; 20.0; 0.9777183600713012; 0.9887184115523466; 0.358974358974359; 1.0; 0.5283018867924528; (1.0,0.02256317689530686,0.9774368231046932); [[14,25],[0,1083]]; [1]
kr-vs-k-one_vs_fifteen.dat; CORRELATION COEF; 1; 2244; 20.0; 0.9866310160427807; 0.912523020257827; 0.7692307692307693; 0.8333333333333334; 0.8; (0.8333333333333334,0.008287292817679558,0.9917127071823204); [[30,9],[6,1077]]; [5]
kr-vs-k-one_vs_fifteen.dat; ANOVA; 2; 2244; 40.0; 0.9893048128342246; 0.9203068399744301; 0.8461538461538461; 0.8461538461538461; 0.8461538461538461; (0.8461538461538461,0.00554016620498615,0.9944598337950139); [[33,6],[6,1077]]; [1,5]
kr-vs-k-one_vs_fifteen.dat; RELIEF; 2; 2244; 40.0; 0.9910873440285205; 0.9954254345837146; 0.7435897435897436; 1.0; 0.8529411764705882; (1.0,0.009149130832570906,0.9908508691674291); [[29,10],[0,1083]]; [4,5]
kr-vs-k-one_vs_fifteen.dat; INFORATION GAIN; 2; 2244; 40.0; 0.9910873440285205; 0.9954254345837146; 0.7435897435897436; 1.0; 0.8529411764705882; (1.0,0.009149130832570906,0.9908508691674291); [[29,10],[0,1083]]; [4,5]
kr-vs-k-one_vs_fifteen.dat; CHI SQUARE; 2; 2244; 40.0; 0.9893048128342246; 0.9203068399744301; 0.8461538461538461; 0.8461538461538461; 0.8461538461538461; (0.8461538461538461,0.00554016620498615,0.9944598337950139); [[33,6],[6,1077]]; [1,5]
kr-vs-k-one_vs_fifteen.dat; CORRELATION COEF; 2; 2244; 40.0; 0.9910873440285205; 0.9954254345837146; 0.7435897435897436; 1.0; 0.8529411764705882; (1.0,0.009149130832570906,0.9908508691674291); [[29,10],[0,1083]]; [4,5]
kr-vs-k-one_vs_fifteen.dat; ANOVA; 3; 2244; 60.0; 0.9973262032085561; 0.9986187845303867; 0.9230769230769231; 1.0; 0.9600000000000001; (1.0,0.0027624309392265192,0.9972375690607734); [[36,3],[0,1083]]; [1,4,5]
kr-vs-k-one_vs_fifteen.dat; RELIEF; 3; 2244; 60.0; 0.9973262032085561; 0.9986187845303867; 0.9230769230769231; 1.0; 0.9600000000000001; (1.0,0.0027624309392265192,0.9972375690607734); [[36,3],[0,1083]]; [1,4,5]
kr-vs-k-one_vs_fifteen.dat; INFORATION GAIN; 3; 2244; 60.0; 0.9973262032085561; 0.9986187845303867; 0.9230769230769231; 1.0; 0.9600000000000001; (1.0,0.0027624309392265192,0.9972375690607734); [[36,3],[0,1083]]; [1,4,5]
kr-vs-k-one_vs_fifteen.dat; CHI SQUARE; 3; 2244; 60.0; 0.9973262032085561; 0.9986187845303867; 0.9230769230769231; 1.0; 0.9600000000000001; (1.0,0.0027624309392265192,0.9972375690607734); [[36,3],[0,1083]]; [1,4,5]
kr-vs-k-one_vs_fifteen.dat; CORRELATION COEF; 3; 2244; 60.0; 0.9910873440285205; 0.9954254345837146; 0.7435897435897436; 1.0; 0.8529411764705882; (1.0,0.009149130832570906,0.9908508691674291); [[29,10],[0,1083]]; [3,4,5]
kr-vs-k-one_vs_fifteen.dat; ANOVA; 4; 2244; 80.0; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[39,0],[0,1083]]; [0,1,4,5]
kr-vs-k-one_vs_fifteen.dat; RELIEF; 4; 2244; 80.0; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[39,0],[0,1083]]; [0,1,4,5]
kr-vs-k-one_vs_fifteen.dat; INFORATION GAIN; 4; 2244; 80.0; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[39,0],[0,1083]]; [0,1,4,5]
kr-vs-k-one_vs_fifteen.dat; CHI SQUARE; 4; 2244; 80.0; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[39,0],[0,1083]]; [0,1,4,5]
kr-vs-k-one_vs_fifteen.dat; CORRELATION COEF; 4; 2244; 80.0; 0.9893048128342246; 0.9945205479452055; 0.6923076923076923; 1.0; 0.8181818181818181; (1.0,0.010958904109589041,0.989041095890411); [[27,12],[0,1083]]; [2,3,4,5]
winequality-red-4.dat; NO SELECTION; 11; 1599; 100; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; ['all']
winequality-red-4.dat; ANOVA; 2; 1599; 20.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,2]
winequality-red-4.dat; RELIEF; 2; 1599; 20.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [5,6]
winequality-red-4.dat; INFORATION GAIN; 2; 1599; 20.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,3]
winequality-red-4.dat; CHI SQUARE; 2; 1599; 20.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,2]
winequality-red-4.dat; CORRELATION COEF; 2; 1599; 20.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [2,8]
winequality-red-4.dat; ANOVA; 4; 1599; 40.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,2,8,9]
winequality-red-4.dat; RELIEF; 4; 1599; 40.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [0,3,5,6]
winequality-red-4.dat; INFORATION GAIN; 4; 1599; 40.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,3,9,10]
winequality-red-4.dat; CHI SQUARE; 4; 1599; 40.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,2,5,6]
winequality-red-4.dat; CORRELATION COEF; 4; 1599; 40.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [2,6,7,8]
winequality-red-4.dat; ANOVA; 6; 1599; 60.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,2,5,6,8,9]
winequality-red-4.dat; RELIEF; 6; 1599; 60.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [0,1,3,5,6,10]
winequality-red-4.dat; INFORATION GAIN; 6; 1599; 60.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,2,3,5,9,10]
winequality-red-4.dat; CHI SQUARE; 6; 1599; 60.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [0,1,2,5,6,9]
winequality-red-4.dat; CORRELATION COEF; 6; 1599; 60.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [2,6,7,8,9,10]
winequality-red-4.dat; ANOVA; 8; 1599; 80.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [0,1,2,5,6,8,9,10]
winequality-red-4.dat; RELIEF; 8; 1599; 80.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [0,1,2,3,5,6,9,10]
winequality-red-4.dat; INFORATION GAIN; 8; 1599; 80.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [0,1,2,3,6,8,9,10]
winequality-red-4.dat; CHI SQUARE; 8; 1599; 80.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [0,1,2,5,6,8,9,10]
winequality-red-4.dat; CORRELATION COEF; 8; 1599; 80.0; 0.967459324155194; 0.483729662077597; 0.0; 0.0; 0.0; (0.0,0.03254067584480601,0.967459324155194); [[0,26],[0,773]]; [1,2,4,6,7,8,9,10]
dermatology-6.dat; NO SELECTION; 34; 358; 100; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; ['all']
dermatology-6.dat; ANOVA; 6; 358; 20.0; 0.9664804469273743; 0.8183982683982685; 0.9; 0.6428571428571429; 0.75; (0.6428571428571429,0.006060606060606061,0.9939393939393939); [[9,1],[5,164]]; [6,8,10,29,30,33]
dermatology-6.dat; RELIEF; 6; 358; 20.0; 0.9664804469273743; 0.8183982683982685; 0.9; 0.6428571428571429; 0.75; (0.6428571428571429,0.006060606060606061,0.9939393939393939); [[9,1],[5,164]]; [6,8,20,29,30,33]
dermatology-6.dat; INFORATION GAIN; 6; 358; 20.0; 0.9664804469273743; 0.8183982683982685; 0.9; 0.6428571428571429; 0.75; (0.6428571428571429,0.006060606060606061,0.9939393939393939); [[9,1],[5,164]]; [6,8,11,29,30,33]
dermatology-6.dat; CHI SQUARE; 6; 358; 20.0; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[10,0],[0,169]]; [6,8,10,20,29,30]
dermatology-6.dat; CORRELATION COEF; 6; 358; 20.0; 0.994413407821229; 0.9970588235294118; 0.9; 1.0; 0.9473684210526316; (1.0,0.0058823529411764705,0.9941176470588236); [[9,1],[0,169]]; [11,24,26,28,30,32]
dermatology-6.dat; ANOVA; 13; 358; 40.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [2,3,4,6,8,10,19,20,21,25,29,30,33]
dermatology-6.dat; RELIEF; 13; 358; 40.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [2,3,6,8,15,19,20,21,27,29,30,32,33]
dermatology-6.dat; INFORATION GAIN; 13; 358; 40.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [3,4,6,8,12,21,24,25,27,29,30,32,33]
dermatology-6.dat; CHI SQUARE; 13; 358; 40.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [3,4,6,8,10,19,20,21,25,29,30,32,33]
dermatology-6.dat; CORRELATION COEF; 13; 358; 40.0; 0.994413407821229; 0.9970588235294118; 0.9; 1.0; 0.9473684210526316; (1.0,0.0058823529411764705,0.9941176470588236); [[9,1],[0,169]]; [7,9,11,19,20,21,23,24,26,28,29,30,32]
dermatology-6.dat; ANOVA; 20; 358; 60.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [2,3,4,5,6,8,10,11,13,19,20,21,23,25,26,28,29,30,32,33]
dermatology-6.dat; RELIEF; 20; 358; 60.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [2,3,5,6,7,8,10,11,15,19,20,21,24,26,27,28,29,30,32,33]
dermatology-6.dat; INFORATION GAIN; 20; 358; 60.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [1,3,4,6,7,8,10,11,12,19,20,21,23,24,25,26,28,29,30,33]
dermatology-6.dat; CHI SQUARE; 20; 358; 60.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [3,4,5,6,7,8,10,11,14,19,20,21,23,25,26,28,29,30,32,33]
dermatology-6.dat; CORRELATION COEF; 20; 358; 60.0; 0.9832402234636871; 0.9912790697674418; 0.7; 1.0; 0.8235294117647058; (1.0,0.01744186046511628,0.9825581395348837); [[7,3],[0,169]]; [1,5,7,9,11,15,18,19,20,21,22,23,24,25,26,27,28,29,30,32]
dermatology-6.dat; ANOVA; 27; 358; 80.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [2,3,4,5,6,7,8,10,11,13,14,16,17,19,20,21,22,23,24,25,26,28,29,30,31,32,33]
dermatology-6.dat; RELIEF; 27; 358; 80.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [2,3,4,5,6,7,8,9,10,11,13,14,15,17,18,19,20,21,24,26,27,28,29,30,31,32,33]
dermatology-6.dat; INFORATION GAIN; 27; 358; 80.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [1,3,4,5,6,7,8,10,13,14,15,16,17,18,19,20,21,22,24,25,26,27,28,29,30,32,33]
dermatology-6.dat; CHI SQUARE; 27; 358; 80.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [2,3,4,5,6,7,8,10,11,12,13,14,17,19,20,21,22,23,24,25,26,27,28,29,30,32,33]
dermatology-6.dat; CORRELATION COEF; 27; 358; 80.0; 0.9608938547486033; 0.796951219512195; 0.9; 0.6; 0.7200000000000001; (0.6,0.006097560975609756,0.9939024390243902); [[9,1],[6,163]]; [1,2,4,5,7,8,9,10,11,13,14,15,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33]
shuttle-2_vs_5.dat; NO SELECTION; 9; 3316; 100; 0.9975874547647768; 0.9773434383725569; 0.88; 0.9565217391304348; 0.9166666666666666; (0.9565217391304348,0.001834862385321101,0.998165137614679); [[22,3],[1,1632]]; ['all']
shuttle-2_vs_5.dat; ANOVA; 1; 3316; 20.0; 0.9981905910735827; 0.9990831295843521; 0.88; 1.0; 0.9361702127659575; (1.0,0.0018337408312958435,0.9981662591687042); [[22,3],[0,1633]]; [6]
shuttle-2_vs_5.dat; RELIEF; 1; 3316; 20.0; 0.9993968636911942; 0.9807692307692308; 1.0; 0.9615384615384616; 0.9803921568627451; (0.9615384615384616,0.0,1.0); [[25,0],[1,1632]]; [1]
shuttle-2_vs_5.dat; INFORATION GAIN; 1; 3316; 20.0; 0.9981905910735827; 0.9990831295843521; 0.88; 1.0; 0.9361702127659575; (1.0,0.0018337408312958435,0.9981662591687042); [[22,3],[0,1633]]; [6]
shuttle-2_vs_5.dat; CHI SQUARE; 1; 3316; 20.0; 0.9951749095295537; 0.9975624619134674; 0.68; 1.0; 0.8095238095238095; (1.0,0.004875076173065204,0.9951249238269348); [[17,8],[0,1633]]; [0]
shuttle-2_vs_5.dat; CORRELATION COEF; 1; 3316; 20.0; 0.9873341375150784; 0.8281692993114621; 0.32; 0.6666666666666666; 0.43243243243243246; (0.6666666666666666,0.010328068043742407,0.9896719319562576); [[8,17],[4,1629]]; [8]
shuttle-2_vs_5.dat; ANOVA; 3; 3316; 40.0; 0.9981905910735827; 0.9990831295843521; 0.88; 1.0; 0.9361702127659575; (1.0,0.0018337408312958435,0.9981662591687042); [[22,3],[0,1633]]; [0,2,6]
shuttle-2_vs_5.dat; RELIEF; 3; 3316; 40.0; 0.9975874547647768; 0.9773434383725569; 0.88; 0.9565217391304348; 0.9166666666666666; (0.9565217391304348,0.001834862385321101,0.998165137614679); [[22,3],[1,1632]]; [0,1,6]
shuttle-2_vs_5.dat; INFORATION GAIN; 3; 3316; 40.0; 0.9975874547647768; 0.9773434383725569; 0.88; 0.9565217391304348; 0.9166666666666666; (0.9565217391304348,0.001834862385321101,0.998165137614679); [[22,3],[1,1632]]; [0,1,6]
shuttle-2_vs_5.dat; CHI SQUARE; 3; 3316; 40.0; 0.9981905910735827; 0.9990831295843521; 0.88; 1.0; 0.9361702127659575; (1.0,0.0018337408312958435,0.9981662591687042); [[22,3],[0,1633]]; [0,2,6]
