dataset; method; num_of_feat; num_of_elems; accuracy; balanced_acc; precision; recall; f1_score; tpr_fpr_tnr; matrix; scores; time
yeast4.dat; RELIEF; 8; 1484; 0.9690026954177897; 0.9844384303112315; 0.11538461538461539; 1.0; 0.20689655172413793; (1.0,0.03112313937753721,0.9688768606224628); [[3,23],[0,716]]; [0,1,2,3,4,5,6,7]; 3.079331874847412
yeast4.dat; INFORATION GAIN; 8; 1484; 0.9690026954177897; 0.9844384303112315; 0.11538461538461539; 1.0; 0.20689655172413793; (1.0,0.03112313937753721,0.9688768606224628); [[3,23],[0,716]]; [0,1,2,3,4,5,6,7]; 0.06664395332336426
yeast4.dat; CHI SQUARE; 8; 1484; 0.9690026954177897; 0.9844384303112315; 0.11538461538461539; 1.0; 0.20689655172413793; (1.0,0.03112313937753721,0.9688768606224628); [[3,23],[0,716]]; [0,1,2,3,4,5,6,7]; 0.0018699169158935547
yeast4.dat; CORRELATION COEF; 7; 1484; 0.9649595687331537; 0.48247978436657685; 0.0; 0.0; 0.0; (0.0,0.03504043126684636,0.9649595687331537); [[0,26],[0,716]]; [1,2,3,4,5,6,7]; 0.0018236637115478516
ecoli4.dat; NO SELECTION; 7; 336; 0.9821428571428571; 0.9906832298136645; 0.7; 1.0; 0.8235294117647058; (1.0,0.018633540372670808,0.9813664596273292); [[7,3],[0,158]]; ['all']; 0
ecoli4.dat; ANOVA; 7; 336; 0.9821428571428571; 0.9906832298136645; 0.7; 1.0; 0.8235294117647058; (1.0,0.018633540372670808,0.9813664596273292); [[7,3],[0,158]]; [0,1,2,3,4,5,6]; 0.0007915496826171875
ecoli4.dat; RELIEF; 7; 336; 0.9821428571428571; 0.9906832298136645; 0.7; 1.0; 0.8235294117647058; (1.0,0.018633540372670808,0.9813664596273292); [[7,3],[0,158]]; [0,1,2,3,4,5,6]; 0.17254161834716797
ecoli4.dat; INFORATION GAIN; 7; 336; 0.9821428571428571; 0.9906832298136645; 0.7; 1.0; 0.8235294117647058; (1.0,0.018633540372670808,0.9813664596273292); [[7,3],[0,158]]; [0,1,2,3,4,5,6]; 0.023303508758544922
ecoli4.dat; CHI SQUARE; 7; 336; 0.9821428571428571; 0.9906832298136645; 0.7; 1.0; 0.8235294117647058; (1.0,0.018633540372670808,0.9813664596273292); [[7,3],[0,158]]; [0,1,2,3,4,5,6]; 0.0012977123260498047
ecoli4.dat; CORRELATION COEF; 6; 336; 0.9821428571428571; 0.9906832298136645; 0.7; 1.0; 0.8235294117647058; (1.0,0.018633540372670808,0.9813664596273292); [[7,3],[0,158]]; [1,2,3,4,5,6]; 0.0014281272888183594
abalone9-18.dat; NO SELECTION; 8; 731; 0.9424657534246575; 0.4712328767123288; 0.0; 0.0; 0.0; (0.0,0.057534246575342465,0.9424657534246575); [[0,21],[0,344]]; ['all']; 0
abalone9-18.dat; ANOVA; 8; 731; 0.9424657534246575; 0.4712328767123288; 0.0; 0.0; 0.0; (0.0,0.057534246575342465,0.9424657534246575); [[0,21],[0,344]]; [0,1,2,3,4,5,6,7]; 0.0007076263427734375
abalone9-18.dat; RELIEF; 8; 731; 0.9424657534246575; 0.4712328767123288; 0.0; 0.0; 0.0; (0.0,0.057534246575342465,0.9424657534246575); [[0,21],[0,344]]; [0,1,2,3,4,5,6,7]; 0.6115002632141113
abalone9-18.dat; INFORATION GAIN; 8; 731; 0.9424657534246575; 0.4712328767123288; 0.0; 0.0; 0.0; (0.0,0.057534246575342465,0.9424657534246575); [[0,21],[0,344]]; [0,1,2,3,4,5,6,7]; 0.042505502700805664
abalone9-18.dat; CHI SQUARE; 8; 731; 0.9424657534246575; 0.4712328767123288; 0.0; 0.0; 0.0; (0.0,0.057534246575342465,0.9424657534246575); [[0,21],[0,344]]; [0,1,2,3,4,5,6,7]; 0.0014967918395996094
abalone9-18.dat; CORRELATION COEF; 7; 731; 0.9452054794520548; 0.9725274725274725; 0.047619047619047616; 1.0; 0.0909090909090909; (1.0,0.054945054945054944,0.945054945054945); [[1,20],[0,344]]; [1,2,3,4,5,6,7]; 0.0016105175018310547
glass2.dat; NO SELECTION; 9; 214; 0.9158878504672897; 0.45794392523364486; 0.0; 0.0; 0.0; (0.0,0.08411214953271028,0.9158878504672897); [[0,9],[0,98]]; ['all']; 0
glass2.dat; ANOVA; 9; 214; 0.9158878504672897; 0.45794392523364486; 0.0; 0.0; 0.0; (0.0,0.08411214953271028,0.9158878504672897); [[0,9],[0,98]]; [0,1,2,3,4,5,6,7,8]; 0.0006175041198730469
glass2.dat; RELIEF; 9; 214; 0.9158878504672897; 0.45794392523364486; 0.0; 0.0; 0.0; (0.0,0.08411214953271028,0.9158878504672897); [[0,9],[0,98]]; [0,1,2,3,4,5,6,7,8]; 0.06507706642150879
glass2.dat; INFORATION GAIN; 9; 214; 0.9158878504672897; 0.45794392523364486; 0.0; 0.0; 0.0; (0.0,0.08411214953271028,0.9158878504672897); [[0,9],[0,98]]; [0,1,2,3,4,5,6,7,8]; 0.025750398635864258
glass2.dat; CHI SQUARE; 9; 214; 0.9158878504672897; 0.45794392523364486; 0.0; 0.0; 0.0; (0.0,0.08411214953271028,0.9158878504672897); [[0,9],[0,98]]; [0,1,2,3,4,5,6,7,8]; 0.0011491775512695312
glass2.dat; CORRELATION COEF; 8; 214; 0.9158878504672897; 0.45794392523364486; 0.0; 0.0; 0.0; (0.0,0.08411214953271028,0.9158878504672897); [[0,9],[0,98]]; [1,2,3,4,5,6,7,8]; 0.0015959739685058594
glass4.dat; NO SELECTION; 9; 214; 0.9345794392523364; 0.4672897196261682; 0.0; 0.0; 0.0; (0.0,0.06542056074766354,0.9345794392523364); [[0,7],[0,100]]; ['all']; 0
glass4.dat; ANOVA; 9; 214; 0.9345794392523364; 0.4672897196261682; 0.0; 0.0; 0.0; (0.0,0.06542056074766354,0.9345794392523364); [[0,7],[0,100]]; [0,1,2,3,4,5,6,7,8]; 0.0006372928619384766
glass4.dat; RELIEF; 9; 214; 0.9345794392523364; 0.4672897196261682; 0.0; 0.0; 0.0; (0.0,0.06542056074766354,0.9345794392523364); [[0,7],[0,100]]; [0,1,2,3,4,5,6,7,8]; 0.0789499282836914
glass4.dat; INFORATION GAIN; 9; 214; 0.9345794392523364; 0.4672897196261682; 0.0; 0.0; 0.0; (0.0,0.06542056074766354,0.9345794392523364); [[0,7],[0,100]]; [0,1,2,3,4,5,6,7,8]; 0.023997783660888672
glass4.dat; CHI SQUARE; 9; 214; 0.9345794392523364; 0.4672897196261682; 0.0; 0.0; 0.0; (0.0,0.06542056074766354,0.9345794392523364); [[0,7],[0,100]]; [0,1,2,3,4,5,6,7,8]; 0.0013234615325927734
glass4.dat; CORRELATION COEF; 8; 214; 0.9345794392523364; 0.4672897196261682; 0.0; 0.0; 0.0; (0.0,0.06542056074766354,0.9345794392523364); [[0,7],[0,100]]; [1,2,3,4,5,6,7,8]; 0.001882314682006836
yeast-1-2-8-9_vs_7.dat; NO SELECTION; 8; 947; 0.9682875264270613; 0.48414376321353064; 0.0; 0.0; 0.0; (0.0,0.03171247357293869,0.9682875264270613); [[0,15],[0,458]]; ['all']; 0
yeast-1-2-8-9_vs_7.dat; ANOVA; 8; 947; 0.9682875264270613; 0.48414376321353064; 0.0; 0.0; 0.0; (0.0,0.03171247357293869,0.9682875264270613); [[0,15],[0,458]]; [0,1,2,3,4,5,6,7]; 0.0007970333099365234
yeast-1-2-8-9_vs_7.dat; RELIEF; 8; 947; 0.9682875264270613; 0.48414376321353064; 0.0; 0.0; 0.0; (0.0,0.03171247357293869,0.9682875264270613); [[0,15],[0,458]]; [0,1,2,3,4,5,6,7]; 1.153735876083374
yeast-1-2-8-9_vs_7.dat; INFORATION GAIN; 8; 947; 0.9682875264270613; 0.48414376321353064; 0.0; 0.0; 0.0; (0.0,0.03171247357293869,0.9682875264270613); [[0,15],[0,458]]; [0,1,2,3,4,5,6,7]; 0.048810482025146484
yeast-1-2-8-9_vs_7.dat; CHI SQUARE; 8; 947; 0.9682875264270613; 0.48414376321353064; 0.0; 0.0; 0.0; (0.0,0.03171247357293869,0.9682875264270613); [[0,15],[0,458]]; [0,1,2,3,4,5,6,7]; 0.0014357566833496094
yeast-1-2-8-9_vs_7.dat; CORRELATION COEF; 7; 947; 0.9682875264270613; 0.48414376321353064; 0.0; 0.0; 0.0; (0.0,0.03171247357293869,0.9682875264270613); [[0,15],[0,458]]; [1,2,3,4,5,6,7]; 0.0016438961029052734
abalone19.dat; NO SELECTION; 8; 4174; 0.9923334930522281; 0.49616674652611403; 0.0; 0.0; 0.0; (0.0,0.007666506947771922,0.9923334930522281); [[0,16],[0,2071]]; ['all']; 0
abalone19.dat; ANOVA; 8; 4174; 0.9923334930522281; 0.49616674652611403; 0.0; 0.0; 0.0; (0.0,0.007666506947771922,0.9923334930522281); [[0,16],[0,2071]]; [0,1,2,3,4,5,6,7]; 0.001461029052734375
abalone19.dat; RELIEF; 8; 4174; 0.9923334930522281; 0.49616674652611403; 0.0; 0.0; 0.0; (0.0,0.007666506947771922,0.9923334930522281); [[0,16],[0,2071]]; [0,1,2,3,4,5,6,7]; 25.03136444091797
abalone19.dat; INFORATION GAIN; 8; 4174; 0.9923334930522281; 0.49616674652611403; 0.0; 0.0; 0.0; (0.0,0.007666506947771922,0.9923334930522281); [[0,16],[0,2071]]; [0,1,2,3,4,5,6,7]; 0.15524077415466309
abalone19.dat; CHI SQUARE; 8; 4174; 0.9923334930522281; 0.49616674652611403; 0.0; 0.0; 0.0; (0.0,0.007666506947771922,0.9923334930522281); [[0,16],[0,2071]]; [0,1,2,3,4,5,6,7]; 0.0037317276000976562
abalone19.dat; CORRELATION COEF; 7; 4174; 0.9923334930522281; 0.49616674652611403; 0.0; 0.0; 0.0; (0.0,0.007666506947771922,0.9923334930522281); [[0,16],[0,2071]]; [1,2,3,4,5,6,7]; 0.001950979232788086
yeast-1-4-5-8_vs_7.dat; NO SELECTION; 8; 693; 0.9566473988439307; 0.47832369942196534; 0.0; 0.0; 0.0; (0.0,0.04335260115606936,0.9566473988439307); [[0,15],[0,331]]; ['all']; 0
yeast-1-4-5-8_vs_7.dat; ANOVA; 8; 693; 0.9566473988439307; 0.47832369942196534; 0.0; 0.0; 0.0; (0.0,0.04335260115606936,0.9566473988439307); [[0,15],[0,331]]; [0,1,2,3,4,5,6,7]; 0.0007686614990234375
yeast-1-4-5-8_vs_7.dat; RELIEF; 8; 693; 0.9566473988439307; 0.47832369942196534; 0.0; 0.0; 0.0; (0.0,0.04335260115606936,0.9566473988439307); [[0,15],[0,331]]; [0,1,2,3,4,5,6,7]; 0.5351381301879883
yeast-1-4-5-8_vs_7.dat; INFORATION GAIN; 8; 693; 0.9566473988439307; 0.47832369942196534; 0.0; 0.0; 0.0; (0.0,0.04335260115606936,0.9566473988439307); [[0,15],[0,331]]; [0,1,2,3,4,5,6,7]; 0.03830265998840332
yeast-1-4-5-8_vs_7.dat; CHI SQUARE; 8; 693; 0.9566473988439307; 0.47832369942196534; 0.0; 0.0; 0.0; (0.0,0.04335260115606936,0.9566473988439307); [[0,15],[0,331]]; [0,1,2,3,4,5,6,7]; 0.0012209415435791016
yeast-1-4-5-8_vs_7.dat; CORRELATION COEF; 7; 693; 0.9566473988439307; 0.47832369942196534; 0.0; 0.0; 0.0; (0.0,0.04335260115606936,0.9566473988439307); [[0,15],[0,331]]; [1,2,3,4,5,6,7]; 0.0017223358154296875
vowel0.dat; NO SELECTION; 13; 988; 0.9291497975708503; 0.9638429752066116; 0.2222222222222222; 1.0; 0.3636363636363636; (1.0,0.07231404958677685,0.9276859504132231); [[10,35],[0,449]]; ['all']; 0
vowel0.dat; ANOVA; 13; 988; 0.9291497975708503; 0.9638429752066116; 0.2222222222222222; 1.0; 0.3636363636363636; (1.0,0.07231404958677685,0.9276859504132231); [[10,35],[0,449]]; [0,1,2,3,4,5,6,7,8,9,10,11,12]; 0.0009870529174804688
vowel0.dat; RELIEF; 13; 988; 0.9291497975708503; 0.9638429752066116; 0.2222222222222222; 1.0; 0.3636363636363636; (1.0,0.07231404958677685,0.9276859504132231); [[10,35],[0,449]]; [0,1,2,3,4,5,6,7,8,9,10,11,12]; 1.1688854694366455
vowel0.dat; INFORATION GAIN; 13; 988; 0.9291497975708503; 0.9638429752066116; 0.2222222222222222; 1.0; 0.3636363636363636; (1.0,0.07231404958677685,0.9276859504132231); [[10,35],[0,449]]; [0,1,2,3,4,5,6,7,8,9,10,11,12]; 0.07769346237182617
vowel0.dat; CHI SQUARE; 13; 988; 0.9291497975708503; 0.9638429752066116; 0.2222222222222222; 1.0; 0.3636363636363636; (1.0,0.07231404958677685,0.9276859504132231); [[10,35],[0,449]]; [0,1,2,3,4,5,6,7,8,9,10,11,12]; 0.0018143653869628906
vowel0.dat; CORRELATION COEF; 12; 988; 0.9291497975708503; 0.9638429752066116; 0.2222222222222222; 1.0; 0.3636363636363636; (1.0,0.07231404958677685,0.9276859504132231); [[10,35],[0,449]]; [1,2,3,4,5,6,7,8,9,10,11,12]; 0.003529071807861328
yeast6.dat; NO SELECTION; 8; 1484; 0.9757412398921833; 0.7385135135135135; 0.05555555555555555; 0.5; 0.09999999999999999; (0.5,0.022972972972972974,0.977027027027027); [[1,17],[1,723]]; ['all']; 0
yeast6.dat; ANOVA; 8; 1484; 0.9757412398921833; 0.7385135135135135; 0.05555555555555555; 0.5; 0.09999999999999999; (0.5,0.022972972972972974,0.977027027027027); [[1,17],[1,723]]; [0,1,2,3,4,5,6,7]; 0.0010447502136230469
yeast6.dat; RELIEF; 8; 1484; 0.9757412398921833; 0.7385135135135135; 0.05555555555555555; 0.5; 0.09999999999999999; (0.5,0.022972972972972974,0.977027027027027); [[1,17],[1,723]]; [0,1,2,3,4,5,6,7]; 3.5457141399383545
yeast6.dat; INFORATION GAIN; 8; 1484; 0.9757412398921833; 0.7385135135135135; 0.05555555555555555; 0.5; 0.09999999999999999; (0.5,0.022972972972972974,0.977027027027027); [[1,17],[1,723]]; [0,1,2,3,4,5,6,7]; 0.07109928131103516
yeast6.dat; CHI SQUARE; 8; 1484; 0.9757412398921833; 0.7385135135135135; 0.05555555555555555; 0.5; 0.09999999999999999; (0.5,0.022972972972972974,0.977027027027027); [[1,17],[1,723]]; [0,1,2,3,4,5,6,7]; 0.0019297599792480469
yeast6.dat; CORRELATION COEF; 7; 1484; 0.977088948787062; 0.9885290148448043; 0.05555555555555555; 1.0; 0.10526315789473684; (1.0,0.022941970310391364,0.9770580296896086); [[1,17],[0,724]]; [1,2,3,4,5,6,7]; 0.0022618770599365234
glass-0-1-6_vs_2.dat; NO SELECTION; 9; 192; 0.90625; 0.453125; 0.0; 0.0; 0.0; (0.0,0.09375,0.90625); [[0,9],[0,87]]; ['all']; 0
glass-0-1-6_vs_2.dat; ANOVA; 9; 192; 0.90625; 0.453125; 0.0; 0.0; 0.0; (0.0,0.09375,0.90625); [[0,9],[0,87]]; [0,1,2,3,4,5,6,7,8]; 0.0007357597351074219
glass-0-1-6_vs_2.dat; RELIEF; 9; 192; 0.90625; 0.453125; 0.0; 0.0; 0.0; (0.0,0.09375,0.90625); [[0,9],[0,87]]; [0,1,2,3,4,5,6,7,8]; 0.05687761306762695
glass-0-1-6_vs_2.dat; INFORATION GAIN; 9; 192; 0.90625; 0.453125; 0.0; 0.0; 0.0; (0.0,0.09375,0.90625); [[0,9],[0,87]]; [0,1,2,3,4,5,6,7,8]; 0.02333664894104004
glass-0-1-6_vs_2.dat; CHI SQUARE; 9; 192; 0.90625; 0.453125; 0.0; 0.0; 0.0; (0.0,0.09375,0.90625); [[0,9],[0,87]]; [0,1,2,3,4,5,6,7,8]; 0.0011191368103027344
glass-0-1-6_vs_2.dat; CORRELATION COEF; 8; 192; 0.90625; 0.453125; 0.0; 0.0; 0.0; (0.0,0.09375,0.90625); [[0,9],[0,87]]; [1,2,3,4,5,6,7,8]; 0.0019040107727050781
page-blocks-1-3_vs_4.dat; NO SELECTION; 10; 472; 0.9449152542372882; 0.8075822603719599; 0.14285714285714285; 0.6666666666666666; 0.23529411764705882; (0.6666666666666666,0.05150214592274678,0.9484978540772532); [[2,12],[1,221]]; ['all']; 0
page-blocks-1-3_vs_4.dat; ANOVA; 10; 472; 0.9449152542372882; 0.8075822603719599; 0.14285714285714285; 0.6666666666666666; 0.23529411764705882; (0.6666666666666666,0.05150214592274678,0.9484978540772532); [[2,12],[1,221]]; [0,1,2,3,4,5,6,7,8,9]; 0.0006318092346191406
page-blocks-1-3_vs_4.dat; RELIEF; 10; 472; 0.9449152542372882; 0.8075822603719599; 0.14285714285714285; 0.6666666666666666; 0.23529411764705882; (0.6666666666666666,0.05150214592274678,0.9484978540772532); [[2,12],[1,221]]; [0,1,2,3,4,5,6,7,8,9]; 0.3536341190338135
page-blocks-1-3_vs_4.dat; INFORATION GAIN; 10; 472; 0.9449152542372882; 0.8075822603719599; 0.14285714285714285; 0.6666666666666666; 0.23529411764705882; (0.6666666666666666,0.05150214592274678,0.9484978540772532); [[2,12],[1,221]]; [0,1,2,3,4,5,6,7,8,9]; 0.036038875579833984
page-blocks-1-3_vs_4.dat; CHI SQUARE; 10; 472; 0.9449152542372882; 0.8075822603719599; 0.14285714285714285; 0.6666666666666666; 0.23529411764705882; (0.6666666666666666,0.05150214592274678,0.9484978540772532); [[2,12],[1,221]]; [0,1,2,3,4,5,6,7,8,9]; 0.0012612342834472656
page-blocks-1-3_vs_4.dat; CORRELATION COEF; 9; 472; 0.9449152542372882; 0.8075822603719599; 0.14285714285714285; 0.6666666666666666; 0.23529411764705882; (0.6666666666666666,0.05150214592274678,0.9484978540772532); [[2,12],[1,221]]; [1,2,3,4,5,6,7,8,9]; 0.0023751258850097656
shuttle-c0-vs-c4.dat; NO SELECTION; 9; 1829; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[61,0],[0,853]]; ['all']; 0
shuttle-c0-vs-c4.dat; ANOVA; 9; 1829; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[61,0],[0,853]]; [0,1,2,3,4,5,6,7,8]; 0.0009431838989257812
shuttle-c0-vs-c4.dat; RELIEF; 9; 1829; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[61,0],[0,853]]; [0,1,2,3,4,5,6,7,8]; 6.215551853179932
shuttle-c0-vs-c4.dat; INFORATION GAIN; 9; 1829; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[61,0],[0,853]]; [0,1,2,3,4,5,6,7,8]; 0.09896969795227051
shuttle-c0-vs-c4.dat; CHI SQUARE; 9; 1829; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[61,0],[0,853]]; [0,1,2,3,4,5,6,7,8]; 0.002153635025024414
shuttle-c0-vs-c4.dat; CORRELATION COEF; 8; 1829; 1.0; 1.0; 1.0; 1.0; 1.0; (1.0,0.0,1.0); [[61,0],[0,853]]; [1,2,3,4,5,6,7,8]; 0.0023069381713867188
yeast-2_vs_4.dat; NO SELECTION; 8; 514; 0.9571984435797666; 0.9284608580274215; 0.6538461538461539; 0.8947368421052632; 0.7555555555555555; (0.8947368421052632,0.037815126050420166,0.9621848739495799); [[17,9],[2,229]]; ['all']; 0
yeast-2_vs_4.dat; ANOVA; 8; 514; 0.9571984435797666; 0.9284608580274215; 0.6538461538461539; 0.8947368421052632; 0.7555555555555555; (0.8947368421052632,0.037815126050420166,0.9621848739495799); [[17,9],[2,229]]; [0,1,2,3,4,5,6,7]; 0.0007245540618896484
yeast-2_vs_4.dat; RELIEF; 8; 514; 0.9571984435797666; 0.9284608580274215; 0.6538461538461539; 0.8947368421052632; 0.7555555555555555; (0.8947368421052632,0.037815126050420166,0.9621848739495799); [[17,9],[2,229]]; [0,1,2,3,4,5,6,7]; 0.42376065254211426
yeast-2_vs_4.dat; INFORATION GAIN; 8; 514; 0.9571984435797666; 0.9284608580274215; 0.6538461538461539; 0.8947368421052632; 0.7555555555555555; (0.8947368421052632,0.037815126050420166,0.9621848739495799); [[17,9],[2,229]]; [0,1,2,3,4,5,6,7]; 0.03235602378845215
yeast-2_vs_4.dat; CHI SQUARE; 8; 514; 0.9571984435797666; 0.9284608580274215; 0.6538461538461539; 0.8947368421052632; 0.7555555555555555; (0.8947368421052632,0.037815126050420166,0.9621848739495799); [[17,9],[2,229]]; [0,1,2,3,4,5,6,7]; 0.001440286636352539
yeast-2_vs_4.dat; CORRELATION COEF; 7; 514; 0.9221789883268483; 0.9601593625498008; 0.23076923076923078; 1.0; 0.375; (1.0,0.0796812749003984,0.9203187250996016); [[6,20],[0,231]]; [1,2,3,4,5,6,7]; 0.0015521049499511719
yeast-1_vs_7.dat; NO SELECTION; 7; 459; 0.9388646288209607; 0.9692982456140351; 0.06666666666666667; 1.0; 0.125; (1.0,0.06140350877192982,0.9385964912280702); [[1,14],[0,214]]; ['all']; 0
yeast-1_vs_7.dat; ANOVA; 7; 459; 0.9388646288209607; 0.9692982456140351; 0.06666666666666667; 1.0; 0.125; (1.0,0.06140350877192982,0.9385964912280702); [[1,14],[0,214]]; [0,1,2,3,4,5,6]; 0.0008225440979003906
yeast-1_vs_7.dat; RELIEF; 7; 459; 0.9388646288209607; 0.9692982456140351; 0.06666666666666667; 1.0; 0.125; (1.0,0.06140350877192982,0.9385964912280702); [[1,14],[0,214]]; [0,1,2,3,4,5,6]; 0.25657057762145996
yeast-1_vs_7.dat; INFORATION GAIN; 7; 459; 0.9388646288209607; 0.9692982456140351; 0.06666666666666667; 1.0; 0.125; (1.0,0.06140350877192982,0.9385964912280702); [[1,14],[0,214]]; [0,1,2,3,4,5,6]; 0.0261080265045166
yeast-1_vs_7.dat; CHI SQUARE; 7; 459; 0.9388646288209607; 0.9692982456140351; 0.06666666666666667; 1.0; 0.125; (1.0,0.06140350877192982,0.9385964912280702); [[1,14],[0,214]]; [0,1,2,3,4,5,6]; 0.0011560916900634766
yeast-1_vs_7.dat; CORRELATION COEF; 6; 459; 0.9344978165938864; 0.4672489082969432; 0.0; 0.0; 0.0; (0.0,0.06550218340611354,0.9344978165938864); [[0,15],[0,214]]; [1,2,3,4,5,6]; 0.0014834403991699219
shuttle-c2-vs-c4.dat; NO SELECTION; 9; 129; 0.953125; 0.4765625; 0.0; 0.0; 0.0; (0.0,0.046875,0.953125); [[0,3],[0,61]]; ['all']; 0
shuttle-c2-vs-c4.dat; ANOVA; 9; 129; 0.953125; 0.4765625; 0.0; 0.0; 0.0; (0.0,0.046875,0.953125); [[0,3],[0,61]]; [0,1,2,3,4,5,6,7,8]; 0.0006160736083984375
shuttle-c2-vs-c4.dat; RELIEF; 9; 129; 0.953125; 0.4765625; 0.0; 0.0; 0.0; (0.0,0.046875,0.953125); [[0,3],[0,61]]; [0,1,2,3,4,5,6,7,8]; 0.0377657413482666
shuttle-c2-vs-c4.dat; INFORATION GAIN; 9; 129; 0.953125; 0.4765625; 0.0; 0.0; 0.0; (0.0,0.046875,0.953125); [[0,3],[0,61]]; [0,1,2,3,4,5,6,7,8]; 0.019320011138916016
shuttle-c2-vs-c4.dat; CHI SQUARE; 9; 129; 0.953125; 0.4765625; 0.0; 0.0; 0.0; (0.0,0.046875,0.953125); [[0,3],[0,61]]; [0,1,2,3,4,5,6,7,8]; 0.0009975433349609375
shuttle-c2-vs-c4.dat; CORRELATION COEF; 8; 129; 0.953125; 0.4765625; 0.0; 0.0; 0.0; (0.0,0.046875,0.953125); [[0,3],[0,61]]; [1,2,3,4,5,6,7,8]; 0.0016961097717285156
glass-0-1-6_vs_5.dat; NO SELECTION; 9; 184; 0.9456521739130435; 0.47282608695652173; 0.0; 0.0; 0.0; (0.0,0.05434782608695652,0.9456521739130435); [[0,5],[0,87]]; ['all']; 0
glass-0-1-6_vs_5.dat; ANOVA; 9; 184; 0.9456521739130435; 0.47282608695652173; 0.0; 0.0; 0.0; (0.0,0.05434782608695652,0.9456521739130435); [[0,5],[0,87]]; [0,1,2,3,4,5,6,7,8]; 0.0005717277526855469
